government,official_name,name,addr:postcode,addr:city,addr:place,addr:street,addr:housenumber,phone,fax,email,website
tax,Drugi Urząd Skarbowy w Opolu,Drugi Urząd Skarbowy,45-331,Opole,,płk. Witolda Pileckiego,2,,+48 77 442 36 41,2us.opole@mf.gov.pl,www.opolskie.kas.gov.pl/drugi-urzad-skarbowy-w-opolu
tax,Urząd Skarbowy w Prudniku,Urząd Skarbowy,48-200,Prudnik,,Mikołaja Kopernika,1A,,+48 77 436 99 08,us.prudnik@mf.gov.pl,www.opolskie.kas.gov.pl/urzad-skarbowy-w-prudniku
tax,Urząd Skarbowy w Strzelcach Opolskich,Urząd Skarbowy,47-100,Strzelce Opolskie,,Opolska,13,,,us.strzelce-opolskie@mf.gov.pl,www.opolskie.kas.gov.pl/urzad-skarbowy-w-strzelcach-opolskich
tax,Urząd Skarbowy w Krapkowicach,Urząd Skarbowy,47-300,Krapkowice,,Opolska,96A,+48 77 446 77 10,+48 77 446 77 11,us.krapkowice@mf.gov.pl,www.opolskie.kas.gov.pl/urzad-skarbowy-w-krapkowicach
tax,Opolski Urząd Skarbowy w Opolu,Opolski Urząd Skarbowy,45-331,Opole,,Tadeusza Rejtana,3A,,+48 77 442 05 20,opolski.us@mf.gov.pl,www.opolskie.kas.gov.pl/opolski-urzad-skarbowy-w-opolu
customs,Opolski Urząd Celno-Skarbowy w Opolu,Opolski Urząd Celno-Skarbowy,45-342,Opole,,Drzymały,22,+48 77 401 78 00,+48 77 401 79 17,sekretariat.ucs.388000@mf.gov.pl,www.opolskie.kas.gov.pl/opolski-urzad-celno-skarbowy-w-opolu
tax,Delegatura UCS w Opolu,Delegatura UCS,45-323,Opole,,Zielonogórska,3,+48 77 402 32 06,+48 77 402 32 68,sekretariat.ucs.381000@mf.gov.pl,www.opolskie.kas.gov.pl/opolski-urzad-celno-skarbowy-w-opolu
customs,Oddział Celny w Opolu,Oddział Celny,45-323,Opole,,Zielonogórska,3,+48 77 402 32 32,+48 77 402 32 39,sekretariat.oc.381010@mf.gov.pl,www.opolskie.kas.gov.pl/opolski-urzad-celno-skarbowy-w-opolu
customs,Oddział Celny w Nysie,Oddział Celny,48-300,Nysa,,Otmuchowska,50,+48 77 400 67 11,,sekretariat.oc.381040@mf.gov.pl,www.opolskie.kas.gov.pl/opolski-urzad-celno-skarbowy-w-opolu
tax,Izba Administracji Skarbowej w Rzeszowie,Izba Administracji Skarbowej,35-959,Rzeszów,,Geodetów,1,+48 17 850 36 00,+48 17 852 11 30,ias.rzeszow@mf.gov.pl,www.podkarpackie.kas.gov.pl
tax,Urząd Skarbowy w Brzozowie,Urząd Skarbowy,36-200,Brzozów,,Kazimierzowska,1,+48 13 434 07 30,+48 13 434 08 70,us.brzozow@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-brzozowie
tax,Urząd Skarbowy w Dębicy,Urząd Skarbowy,39-200,Dębica,,Kolejowa,21,+48 14 680 52 15,+48 14 680 52 26,us.debica@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-debicy
tax,Urząd Skarbowy w Jarosławiu,Urząd Skarbowy,37-500,Jarosław,,Przemysłowa,2A,+48 16 624 67 55,+48 16 624 67 87,us.jaroslaw@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-jaroslawiu
tax,Urząd Skarbowy w Jaśle,Urząd Skarbowy,38-200,Jasło,,Stanisława Staszica,3,+48 13 446 47 03,+48 13 446 37 94,us.jaslo@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-jasle
tax,Urząd Skarbowy w Kolbuszowej,Urząd Skarbowy,36-100,Kolbuszowa,,Tadeusza Kościuszki,20,,+48 17 227 26 33,us.kolbuszowa@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-kolbuszowej
tax,Urząd Skarbowy w Krośnie,Urząd Skarbowy,38-400,Krosno,,Składowa,5,+48 13 437 35 05,+48 13 437 35 08,us.krosno@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-krosnie
tax,Urząd Skarbowy w Lesku,Urząd Skarbowy,38-600,Lesko,,Rynek,1,+48 13 469 64 84,+48 13 469 85 34,us.lesko@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-lesku
tax,Urząd Skarbowy w Leżajsku,Urząd Skarbowy,37-300,Leżajsk,,Plac Targowy,3,+48 17 240 68 00,+48 17 240 68 12,us.lezajsk@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-lezajsku
tax,Urząd Skarbowy w Lubaczowie,Urząd Skarbowy,37-600,Lubaczów,,Jana III Sobieskiego,6,+48 16 632 93 00,+48 16 632 27 85,us.lubaczow@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-lubaczowie
tax,Urząd Skarbowy w Łańcucie,Urząd Skarbowy,37-100,Łańcut,,Józefa Piłsudskiego,11,,+48 17 225 23 55,us.lancut@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-lancucie
tax,Urząd Skarbowy w Mielcu,Urząd Skarbowy,39-300,Mielec,,Żeromskiego,13,+48 17 780 00 00,+48 17 780 00 01,us.mielec@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-mielcu
tax,Urząd Skarbowy w Przemyślu,Urząd Skarbowy,37-700,Przemyśl,,Lwowska,9A,+48 16 675 26 00,+48 16 678 81 48,us.przemysl@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-przemyslu
tax,Urząd Skarbowy w Przeworsku,Urząd Skarbowy,37-200,Przeworsk,,Tysiąclecia,1,+48 16 648 90 27,+48 16 648 83 34,us.przeworsk@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-przeworsku
tax,Urząd Skarbowy w Ropczycach,Urząd Skarbowy,39-100,Ropczyce,,Świętej Barbary,12,+48 17 223 18 00,+48 17 223 18 01,us.ropczyce@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-ropczycach
tax,Pierwszy Urząd Skarbowy w Rzeszowie,Pierwszy Urząd Skarbowy,35-309,Rzeszów,,Podwisłocze,42,+48 17 852 52 77,+48 17 852 66 08,us.rzeszow1@mf.gov.pl,www.podkarpackie.kas.gov.pl/pierwszy-urzad-skarbowy-w-rzeszowie
tax,Urząd Skarbowy w Sanoku,Urząd Skarbowy,38-500,Sanok,,Henryka Sienkiewicza,1,+48 13 464 14 90,+48 13 461 63 21,us.sanok@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-sanoku
tax,Urząd Skarbowy w Stalowej Woli,Urząd Skarbowy,37-450,Stalowa Wola,,Metalowców,6,+48 15 877 71 00,+48 15 877 71 13,us.stalowawola@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-stalowej-woli
tax,Urząd Skarbowy w Strzyżowie,Urząd Skarbowy,38-100,Strzyżów,,Daszyńskiego,6,,+48 17 276 14 62,us.strzyzow@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-strzyzowie
tax,Urząd Skarbowy w Tarnobrzegu,Urząd Skarbowy,39-400,Tarnobrzeg,,Stanisława Wyspiańskiego,12,+48 15 851 43 00,+48 15 851 43 72,us.tarnobrzeg@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-tarnobrzegu
tax,Urząd Skarbowy w Ustrzykach Dolnych,Urząd Skarbowy,38-700,Ustrzyki Dolne,,Mikołaja Kopernika,1,,+48 13 461 37 90,us.ustrzykidolne@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-ustrzykach-dolnych
tax,Drugi Urząd Skarbowy w Rzeszowie,Drugi Urząd Skarbowy,35-234,Rzeszów,,Lucjana Siemieńskiego,18,+48 17 875 14 00,+48 17 864 23 75,us.rzeszow2@mf.gov.pl,www.podkarpackie.kas.gov.pl/drugi-urzad-skarbowy-w-rzeszowie
tax,Urząd Skarbowy w Nisku,Urząd Skarbowy,37-400,Nisko,,3 Maja,32B,+48 15 877 77 00,+48 15 841 56 12,us.nisko@mf.gov.pl,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-nisku
tax,Podkarpacki Urząd Skarbowy w Rzeszowie,Podkarpacki Urząd Skarbowy,35-959,Rzeszów,,Geodetów,1,,+48 17 864 21 52,pus.rzeszow@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-skarbowy-w-rzeszowie
customs,Podkarpacki Urząd Celno-Skarbowy w Przemyślu,Podkarpacki Urząd Celno-Skarbowy,37-700,Przemyśl,,Sielecka,9,+48 16 676 43 00,+48 16 676 44 44,podkarpacki.ucs@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
tax,Delegatura UCS w Przemyślu,Delegatura UCS,37-700,Przemyśl,,Zaciszna,4,,+48 16 675 23 47,delegatura.przemysl.podkarpacki.ucs@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
customs,Oddział Celny w Przemyślu,Oddział Celny,37-700,Przemyśl,,Ofiar Katynia,26,+48 16 675 90 02,+48 16 675 90 06,oc.przemysl@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
customs,Oddział Celny w Medyce,Oddział Celny,37- 732,Medyka,,-,-,+48 16 676 50 00,+48 16 676 50 20,oc.medyka@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
customs,Oddział Celny Kolejowy Przemyśl-Medyka,Oddział Celny Kolejowy Przemyśl-Medyka,37- 732,Medyka,,Dworzec PKP,-,,+48 16 676 07 92,oc.przemysl.kolejowy@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
customs,Oddział Celny Pocztowy w Przemyślu,Oddział Celny Pocztowy,37-700,Przemyśl,,Mickiewicza,15,,,poczta.oc.przemysl@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
customs,Oddział Celny w Jarosławiu,Oddział Celny,37-500,Jarosław,,Przemysłowa,2A,+48 16 624 86 02,,oc.jaroslaw@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
customs,Oddział Celny w Korczowej,Oddział Celny,37-552,Młyny,,-,-,+48 16 623 64 01,+48 16 623 64 05,oc.korczowa@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
customs,Oddział Celny w Budomierzu,Oddział Celny,37-625,Budomierz,,-,-,+48 16 676 42 98,,oc.budomierz@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
tax,Delegatura UCS w Rzeszowie,Delegatura UCS,35-105,Rzeszów,,Przemysłowa,14,,+48 17 862 17 50,delegatura.rzeszow.podkarpacki.ucs@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
customs,Oddział Celny w Rzeszowie,Oddział Celny,35-105,Rzeszów,,Przemysłowa,14,,,oc.rzeszow@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
customs,Oddział Celny Port Lotniczy Rzeszów-Jasionka,Oddział Celny Port Lotniczy Rzeszów-Jasionka,36-002,Jasionka,,Jasionka,942,,+48 17 717 86 05,oc.jasionka@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
customs,Oddział Celny w Dębicy,Oddział Celny,39-200,Dębica,,Transportowców,5,+48 14 670 47 89,+48 14 670 29 77,oc.debica@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
customs,Oddział Celny w Stalowej Woli,Oddział Celny,37-450,Stalowa Wola,,Kwiatkowskiego,1,+48 15 843 02 90,+48 15 843 02 92,oc.stalowawola@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
customs,Oddział Celny w Mielcu,Oddział Celny,39-300,Mielec,,Wojska Polskiego,2A,+48 17 788 76 69,,oc.mielec@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
tax,Delegatura UCS w Krośnie,Delegatura UCS,38-400,Krosno,,Pużaka,18,,+48 13 420 36 17,delegatura.krosno.podkarpacki.ucs@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
customs,Oddział Celny w Krośnie,Oddział Celny,38-400,Krosno,,Tysiąclecia,38,,+48 13 432 16 19,oc.krosno@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
customs,Oddział Celny w Krościenku,Oddział Celny,38-700,Ustrzyki Dolne,,-,-,+48 13 465 87 00,+48 13 465 87 05,oc.kroscienko@mf.gov.pl,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
tax,Izba Administracji Skarbowej w Białymstoku,Izba Administracji Skarbowej,15-085,Białystok,,Jana Klemensa Branickiego,9,,+48 85 665 56 10,ias.bialystok@mf.gov.pl,www.podlaskie.kas.gov.pl
tax,Urząd Skarbowy w Augustowie,Urząd Skarbowy,16-300,Augustów,,Żabia,7,+48 87 643 57 55,+48 87 643 00 33,us.augustow@mf.gov.pl,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-augustowie
tax,Pierwszy Urząd Skarbowy w Białymstoku,Pierwszy Urząd Skarbowy,15-219,Białystok,,Świętojańska,13,+48 85 878 41 00,+48 85 878 41 01,1us.bialystok@mf.gov.pl,www.podlaskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-bialymstoku
tax,Drugi Urząd Skarbowy w Białymstoku,Drugi Urząd Skarbowy,15-502,Białystok,,Plażowa,17,+48 85 878 51 00,+48 85 741 34 89,2us.bialystok@mf.gov.pl,www.podlaskie.kas.gov.pl/drugi-urzad-skarbowy-w-bialymstoku
tax,Urząd Skarbowy w Bielsku Podlaskim,Urząd Skarbowy,17-100,Bielsk Podlaski,,Adama Mickiewicza,33,+48 85 730 11 01,+48 85 730 11 00,us.bielsk-podlaski@mf.gov.pl,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-bielsku-podlaskim
tax,Urząd Skarbowy w Grajewie,Urząd Skarbowy,19-200,Grajewo,,Elewatorska,8,+48 86 272 30 18,+48 86 272 28 08,us.grajewo@mf.gov.pl,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-grajewie
tax,Urząd Skarbowy w Kolnie,Urząd Skarbowy,18-500,Kolno,,Wojska Polskiego,20,,+48 86 278 19 72,us.kolno@mf.gov.pl,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-kolnie
tax,Urząd Skarbowy w Łomży,Urząd Skarbowy,18-400,Łomża,,Polowa,47,,+48 86 216 23 63,us.lomza@mf.gov.pl,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-lomzy
tax,Urząd Skarbowy w Mońkach,Urząd Skarbowy,19-100,Mońki,,Ełcka,41A,+48 85 727 99 30,+48 85 727 99 50,us.monki@mf.gov.pl,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-monkach
tax,Urząd Skarbowy w Siemiatyczach,Urząd Skarbowy,17-300,Siemiatycze,,Pałacowa,18,+48 85 656 13 90,+48 85 655 27 40,us.siemiatycze@mf.gov.pl,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-siemiatyczach
tax,Urząd Skarbowy w Sokółce,Urząd Skarbowy,16-100,Sokółka,,Białostocka,47,,,us.sokolka@mf.gov.pl,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-sokolce
tax,Urząd Skarbowy w Suwałkach,Urząd Skarbowy,16-400,Suwałki,,1 Maja,2A,,+48 87 566 67 07,us.suwalki@mf.gov.pl,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-suwalkach
tax,Urząd Skarbowy w Wysokiem Mazowieckiem,Urząd Skarbowy,18-200,Wysokie Mazowieckie,,Ludowa,21,+48 86 275 74 00,+48 86 275 74 39,us.wysokie-mazowieckie@mf.gov.pl,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-wysokiem-mazowieckiem
tax,Urząd Skarbowy w Zambrowie,Urząd Skarbowy,18-300,Zambrów,,Jantarowa,16,+48 86 276 30 28,+48 86 271 38 92,us.zambrow@mf.gov.pl,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-zambrowie
tax,Urząd Skarbowy w Hajnówce,Urząd Skarbowy,17-200,Hajnówka,,3 Maja,34,+48 85 682 00 00,+48 85 682 00 01,us.hajnowka@mf.gov.pl,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-hajnowce
tax,Podlaski Urząd Skarbowy w Białymstoku,Podlaski Urząd Skarbowy,15-404,Białystok,,Młynowa,21A,+48 85 878 87 80,+48 85 878 87 02,podlaski.us@mf.gov.pl,www.podlaskie.kas.gov.pl/podlaski-urzad-skarbowy-w-bialymstoku
customs,Podlaski Urząd Celno-Skarbowy w Białymstoku,Podlaski Urząd Celno-Skarbowy,15-399,Białystok,,Octowa,2,+48 85 745 85 55,+48 85 745 85 99,podlaski.ucs@mf.gov.pl,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
tax,Delegatura UCS w Białymstoku,Delegatura UCS,15-399,Białystok,,Octowa,10,+48 85 745 86 66,+48 85 745 57 52,sekretariat.ucs.311000@mf.gov.pl,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
customs,Oddział Celny w Białymstoku,Oddział Celny,15-399,Białystok,,Octowa,10,,,sekretariat.oc.311010@mf.gov.pl,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
customs,Oddział Celny Kolejowy w Kuźnicy,Oddział Celny Kolejowy,16-123,Kuźnica,,Dworzec PKP,-,,+48 85 722 92 09,sekretariat.oc.311020@mf.gov.pl,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
customs,Oddział Celny Drogowy w Kuźnicy,Oddział Celny Drogowy,16-123,Kuźnica,,Graniczna,1,,+48 85 748 77 70,sekretariat.oc.311030@mf.gov.pl,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
customs,Oddział Celny w Siemianówce,Oddział Celny,17-220,Siemianówka,,Szkolna,2,,,sekretariat.oc.311050@mf.gov.pl,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
customs,Oddział Celny w Połowcach,Oddział Celny,17-240,Czeremcha,,Połowce,25,+48 85 685 02 97,+48 85 685 02 96,sekretariat.oc.311060@mf.gov.pl,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
customs,Oddział Celny w Bobrownikach,Oddział Celny,16-040,Gródek,,Przejście Graniczne,,,,sekretariat.oc.311070@mf.gov.pl,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
tax,Delegatura UCS w Łomży,Delegatura UCS,18-400,Łomża,,Poznańska,156,+48 86 215 57 00,+48 86 215 57 07,sekretariat.ucs.312000@mf.gov.pl,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
customs,Oddział Celny w Łomży,Oddział Celny,18-400,Łomża,,Poznańska,156,+48 86 215 57 50,+48 86 215 57 57,sekretariat.oc.312010@mf.gov.pl,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
tax,Delegatura UCS w Suwałkach,Delegatura UCS,16-400,Suwałki,,Raczkowska,183,+48 87 562 90 00,+48 87 562 90 07,sekretariat.ucs.313000@mf.gov.pl,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
customs,Oddział Celny w Suwałkach,Oddział Celny,16-400,Suwałki,,Raczkowska,183,+48 87 562 91 52,+48 87 562 91 78,sekretariat.oc.313010@mf.gov.pl,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
customs,Oddział Celny w Augustowie,Oddział Celny,16-300,Augustów,,Tytoniowa,13,,+48 87 562 91 82,sekretariat.oc.313020@mf.gov.pl,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
tax,Izba Administracji Skarbowej w Gdańsku,Izba Administracji Skarbowej,80-831,Gdańsk,,Długa,75/76,+48 58 300 23 00,+48 58 301 43 18,ias.gdansk@mf.gov.pl,www.pomorskie.kas.gov.pl
tax,Urząd Skarbowy w Bytowie,Urząd Skarbowy,77-100,Bytów,,1 Maja,16,+48 59 822 28 91,+48 59 822 78 09,us.bytow@mf.gov.pl,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-bytowie
tax,Urząd Skarbowy w Chojnicach,Urząd Skarbowy,89-600,Chojnice,,Młyńska,22,+48 52 396 54 00,+48 52 396 54 48,us.chojnice@mf.gov.pl,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-chojnicach
tax,Urząd Skarbowy w Człuchowie,Urząd Skarbowy,77-300,Człuchów,,Jerzego z Dąbrowy,5E,,+48 59 834 79 30,us.czluchow@mf.gov.pl,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-czluchowie
tax,Pierwszy Urząd Skarbowy w Gdańsku,Pierwszy Urząd Skarbowy,80-822,Gdańsk,,Rzeźnicka,54/56,+48 58 321 23 00,+48 58 321 23 01,1us.gdansk@mf.gov.pl,www.pomorskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-gdansku
tax,Drugi Urząd Skarbowy w Gdańsku,Drugi Urząd Skarbowy,80-391,Gdańsk,,Kołobrzeska,43,+48 58 765 45 00,+48 58 765 44 01,2us.gdansk@mf.gov.pl,www.pomorskie.kas.gov.pl/drugi-urzad-skarbowy-w-gdansku
tax,Trzeci Urząd Skarbowy w Gdańsku,Trzeci Urząd Skarbowy,80-362,Gdańsk,,Chłopska,3,+48 58 761 13 00,+48 58 553 38 98,3us.gdansk@mf.gov.pl,www.pomorskie.kas.gov.pl/trzeci-urzad-skarbowy-w-gdansku
tax,Pierwszy Urząd Skarbowy w Gdyni,Pierwszy Urząd Skarbowy,81-353,Gdynia,,Władysława IV,2/4,+48 58 765 46 00,+48 58 765 47 00,1us.gdynia@mf.gov.pl,www.pomorskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-gdyni
tax,Drugi Urząd Skarbowy w Gdyni,Drugi Urząd Skarbowy,81-061,Gdynia,,Hutnicza,25,+48 58 765 48 00,+48 58 765 49 00,2us.gdynia@mf.gov.pl,www.pomorskie.kas.gov.pl/drugi-urzad-skarbowy-w-gdyni
tax,Urząd Skarbowy w Kartuzach,Urząd Skarbowy,83-300,Kartuzy,,Kościerska,13,+48 58 685 28 00,+48 58 685 28 01,us.kartuzy@mf.gov.pl,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-kartuzach
tax,Urząd Skarbowy w Kościerzynie,Urząd Skarbowy,83-400,Kościerzyna,,Staszica,6,+48 58 680 89 00,+48 58 686 40 97,us.koscierzyna@mf.gov.pl,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-koscierzynie
tax,Urząd Skarbowy w Kwidzynie,Urząd Skarbowy,82-500,Kwidzyn,,3 Maja,6,,+48 55 641 37 90,us.kwidzyn@mf.gov.pl,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-kwidzynie
tax,Urząd Skarbowy w Lęborku,Urząd Skarbowy,84-300,Lębork,,Słupska,23,+48 59 863 76 00,+48 59 863 76 01,us.lebork@mf.gov.pl,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-leborku
tax,Urząd Skarbowy w Malborku,Urząd Skarbowy,82-200,Malbork,,Mikołaja Kopernika,10,,+48 55 270 22 44,us.malbork@mf.gov.pl,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-malborku
tax,Urząd Skarbowy w Pucku,Urząd Skarbowy,84-100,Puck,,Kmdr. E. Szystowskiego,18,,+48 58 774 24 32,us.puck@mf.gov.pl,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-pucku
tax,Urząd Skarbowy w Słupsku,Urząd Skarbowy,76-200,Słupsk,,Szczecińska,59,+48 59 844 73 00,+48 59 844 73 17,us.slupsk@mf.gov.pl,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-slupsku
tax,Urząd Skarbowy w Sopocie,Urząd Skarbowy,81-808,Sopot,,23 Marca,9/11,+48 58 555 46 00,+48 58 555 46 66,us.sopot@mf.gov.pl,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-sopocie
tax,Urząd Skarbowy w Starogardzie Gdańskim,Urząd Skarbowy,83-200,Starogard Gdański,,Lubichowska,4,,+48 58 562 56 50,us.starogard.gdanski@mf.gov.pl,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-starogardzie-gdanskim
tax,Urząd Skarbowy w Tczewie,Urząd Skarbowy,83-110,Tczew,,Gdańska,33,,+48 58 532 90 66,us.tczew@mf.gov.pl,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-tczewie
tax,Urząd Skarbowy w Wejherowie,Urząd Skarbowy,84-200,Wejherowo,,Jana III Sobieskiego,346,,+48 58 736 38 97,us.wejherowo@mf.gov.pl,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-wejherowie
tax,Urząd Skarbowy w Pruszczu Gdańskim,Urząd Skarbowy,83-000,Pruszcz Gdański,,Ignacego Łukasiewicza,2,+48 58 773 16 25,+48 58 773 16 26,us.pruszcz.gdanski@mf.gov.pl,www.pomorskie.kas.gov.pl/urzad-skarbowy-w-pruszczu-gdanskim
tax,Pomorski Urząd Skarbowy w Gdańsku,Pomorski Urząd Skarbowy,80-749,Gdańsk,,Żytnia,4/6,,+48 58 772 76 57,pomorski.us.gdansk@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-skarbowy-w-gdansku
customs,Pomorski Urząd Celno-Skarbowy w Gdyni,Pomorski Urząd Celno-Skarbowy,81-029,Gdynia,,Północna,9A,,,pomorski.ucs@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
tax,Delegatura UCS w Gdyni,Delegatura UCS,81-029,Gdynia,,Północna,9A,,+48 58 666 90 60,znd2.pomorski.ucs@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
customs,Oddział Celny „Basen V” w Gdyni,Oddział Celny „Basen V”,81-336,Gdynia,,Indyjska,13,,+48 58 666 76 27,oc.321010@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
customs,Oddział Celny „Baza Kontenerowa” w Gdyni,Oddział Celny „Baza Kontenerowa”,81-127,Gdynia,,Kwiatkowskiego,60,,+48 58 621 32 12,oc.321030@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
customs,Oddział Celny „Basen IV” w Gdyni,Oddział Celny „Basen IV”,81-029,Gdynia,,Przemysłowa,9,+48 58 627 88 40,+48 58 627 88 50,oc.321050@mf.gov.pl,www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
