"Kod";"Nazwa";"ogolem"
"2464000";"Powiat m. Częstochowa";"213107"
"2464011";"Częstochowa (1)";"213107"
"2465000";"Powiat m. Dąbrowa Górnicza";"116930"
"2465011";"Dąbrowa Górnicza (1)";"116930"
"2466000";"Powiat m. Gliwice";"174016"
"2466011";"Gliwice (1)";"174016"
"2467000";"Powiat m. Jastrzębie-Zdrój";"85050"
"2467011";"Jastrzębie-Zdrój (1)";"85050"
"2468000";"Powiat m. Jaworzno";"88998"
"2468011";"Jaworzno (1)";"88998"
"2469000";"Powiat m. Katowice";"285711"
"2469011";"Katowice (1)";"285711"
"2470000";"Powiat m. Mysłowice";"72553"
"2470011";"Mysłowice (1)";"72553"
"2471000";"Powiat m. Piekary Śląskie";"53017"
"2471011";"Piekary Śląskie (1)";"53017"
"2472000";"Powiat m. Ruda Śląska";"133793"
"2472011";"Ruda Śląska (1)";"133793"
"2473000";"Powiat m. Rybnik";"133772"
"2473011";"Rybnik (1)";"133772"
"2474000";"Powiat m. Siemianowice Śląskie";"64676"
"2474011";"Siemianowice Śląskie (1)";"64676"
"2475000";"Powiat m. Sosnowiec";"193660"
"2475011";"Sosnowiec (1)";"193660"
"2476000";"Powiat m. Świętochłowice";"46494"
"2476011";"Świętochłowice (1)";"46494"
"2477000";"Powiat m. Tychy";"124882"
"2477011";"Tychy (1)";"124882"
"2478000";"Powiat m. Zabrze";"158307"
"2478011";"Zabrze (1)";"158307"
"2479000";"Powiat m. Żory";"61823"
"2479011";"Żory (1)";"61823"
"2600000";"ŚWIĘTOKRZYSKIE";"1196557"
"2601000";"Powiat buski";"69548"
"2601013";"Busko-Zdrój (3)";"31329"
"2601014";"Busko-Zdrój - miasto (4)";"15014"
"2601015";"Busko-Zdrój - obszar wiejski (5)";"16315"
"2601022";"Gnojno (2)";"4290"
"2601033";"Nowy Korczyn (3)";"5602"
"2601034";"Nowy Korczyn - miasto (4)";"903"
"2601035";"Nowy Korczyn - obszar wiejski (5)";"4699"
"2601043";"Pacanów (3)";"7103"
"2601044";"Pacanów - miasto (4)";"1074"
"2601045";"Pacanów - obszar wiejski (5)";"6029"
"2601052";"Solec-Zdrój (2)";"4959"
"2601063";"Stopnica (3)";"7349"
"2601064";"Stopnica - miasto (4)";"1187"
"2601065";"Stopnica - obszar wiejski (5)";"6162"
"2601072";"Tuczępy (2)";"3659"
"2601083";"Wiślica (3)";"5257"
"2601084";"Wiślica - miasto (4)";"487"
"2601085";"Wiślica - obszar wiejski (5)";"4770"
"2602000";"Powiat jędrzejowski";"83132"
"2602012";"Imielno (2)";"4258"
"2602023";"Jędrzejów (3)";"27293"
"2602024";"Jędrzejów - miasto (4)";"14592"
"2602025";"Jędrzejów - obszar wiejski (5)";"12701"
"2602033";"Małogoszcz (3)";"11234"
"2602034";"Małogoszcz - miasto (4)";"3519"
"2602035";"Małogoszcz - obszar wiejski (5)";"7715"
"2602042";"Nagłowice (2)";"4760"
"2602052";"Oksa (2)";"4453"
"2602063";"Sędziszów (3)";"12079"
"2602064";"Sędziszów - miasto (4)";"6305"
"2602065";"Sędziszów - obszar wiejski (5)";"5774"
"2602072";"Słupia (2)";"4033"
"2602082";"Sobków (2)";"8432"
"2602093";"Wodzisław (3)";"6590"
"2602094";"Wodzisław - miasto (4)";"971"
"2602095";"Wodzisław - obszar wiejski (5)";"5619"
"2603000";"Powiat kazimierski";"32545"
"2603012";"Bejsce (2)";"3938"
"2603022";"Czarnocin (2)";"3669"
"2603033";"Kazimierza Wielka (3)";"15548"
"2603034";"Kazimierza Wielka - miasto (4)";"5212"
"2603035";"Kazimierza Wielka - obszar wiejski (5)";"10336"
"2603043";"Opatowiec (3)";"3090"
"2603044";"Opatowiec - miasto (4)";"314"
"2603045";"Opatowiec - obszar wiejski (5)";"2776"
"2603053";"Skalbmierz (3)";"6300"
"2603054";"Skalbmierz - miasto (4)";"1219"
"2603055";"Skalbmierz - obszar wiejski (5)";"5081"
"2604000";"Powiat kielecki";"211886"
"2604012";"Bieliny (2)";"10014"
"2604023";"Bodzentyn (3)";"11180"
"2604024";"Bodzentyn - miasto (4)";"2156"
"2604025";"Bodzentyn - obszar wiejski (5)";"9024"
"2604033";"Chęciny (3)";"14964"
"2604034";"Chęciny - miasto (4)";"4364"
"2604035";"Chęciny - obszar wiejski (5)";"10600"
"2604043";"Chmielnik (3)";"10941"
"2604044";"Chmielnik - miasto (4)";"3549"
"2604045";"Chmielnik - obszar wiejski (5)";"7392"
"2604053";"Daleszyce (3)";"16252"
"2604054";"Daleszyce - miasto (4)";"2835"
"2604055";"Daleszyce - obszar wiejski (5)";"13417"
"2604062";"Górno (2)";"14957"
"2604073";"Łagów (3)";"6670"
"2604074";"Łagów - miasto (4)";"1554"
"2604075";"Łagów - obszar wiejski (5)";"5116"
"2604082";"Łopuszno (2)";"8819"
"2604092";"Masłów (2)";"11680"
"2604102";"Miedziana Góra (2)";"12347"
"2604112";"Mniów (2)";"9212"
"2604123";"Morawica (3)";"17372"
"2604124";"Morawica - miasto (4)";"1723"
"2604125";"Morawica - obszar wiejski (5)";"15649"
"2604133";"Nowa Słupia (3)";"9167"
"2604134";"Nowa Słupia - miasto (4)";"1346"
"2604135";"Nowa Słupia - obszar wiejski (5)";"7821"
"2604142";"Piekoszów (2)";"16716"
"2604153";"Pierzchnica (3)";"4806"
"2604154";"Pierzchnica - miasto (4)";"1261"
"2604155";"Pierzchnica - obszar wiejski (5)";"3545"
"2604162";"Raków (2)";"5417"
"2604172";"Nowiny (2)";"7859"
"2604182";"Strawczyn (2)";"10987"
"2604192";"Zagnańsk (2)";"12526"
"2605000";"Powiat konecki";"76142"
"2605012";"Fałków (2)";"4082"
"2605022";"Gowarczów (2)";"4486"
"2605033";"Końskie (3)";"33526"
"2605034";"Końskie - miasto (4)";"18201"
"2605035";"Końskie - obszar wiejski (5)";"15325"
"2605043";"Radoszyce (3)";"8374"
"2605044";"Radoszyce - miasto (4)";"2959"
"2605045";"Radoszyce - obszar wiejski (5)";"5415"
"2605052";"Ruda Maleniecka (2)";"2952"
"2605062";"Słupia Konecka (2)";"3104"
"2605072";"Smyków (2)";"3697"
"2605083";"Stąporków (3)";"15921"
"2605084";"Stąporków - miasto (4)";"5274"
"2605085";"Stąporków - obszar wiejski (5)";"10647"
"2606000";"Powiat opatowski";"49955"
"2606012";"Baćkowice (2)";"4672"
"2606022";"Iwaniska (2)";"6263"
"2606032";"Lipnik (2)";"4981"
"2606043";"Opatów (3)";"11134"
"2606044";"Opatów - miasto (4)";"6154"
"2606045";"Opatów - obszar wiejski (5)";"4980"
"2606053";"Ożarów (3)";"10404"
"2606054";"Ożarów - miasto (4)";"4390"
"2606055";"Ożarów - obszar wiejski (5)";"6014"
"2606062";"Sadowie (2)";"3863"
"2606072";"Tarłów (2)";"4784"
"2606082";"Wojciechowice (2)";"3854"
"2607000";"Powiat ostrowiecki";"103629"
"2607011";"Ostrowiec Świętokrzyski (1)";"64796"
"2607022";"Bałtów (2)";"3243"
"2607032";"Bodzechów (2)";"12791"
"2607043";"Ćmielów (3)";"6915"
"2607044";"Ćmielów - miasto (4)";"2876"
"2607045";"Ćmielów - obszar wiejski (5)";"4039"
"2607053";"Kunów (3)";"9378"
"2607054";"Kunów - miasto (4)";"2782"
"2607055";"Kunów - obszar wiejski (5)";"6596"
"2607062";"Waśniów (2)";"6506"
"2608000";"Powiat pińczowski";"37687"
"2608013";"Działoszyce (3)";"4745"
"2608014";"Działoszyce - miasto (4)";"881"
"2608015";"Działoszyce - obszar wiejski (5)";"3864"
"2608022";"Kije (2)";"4314"
"2608032";"Michałów (2)";"4505"
"2608043";"Pińczów (3)";"19768"
"2608044";"Pińczów - miasto (4)";"10078"
"2608045";"Pińczów - obszar wiejski (5)";"9690"
"2608052";"Złota (2)";"4355"
"2609000";"Powiat sandomierski";"74051"
"2609011";"Sandomierz (1)";"22189"
"2609022";"Dwikozy (2)";"8362"
"2609033";"Klimontów (3)";"7679"
"2609034";"Klimontów - miasto (4)";"1784"
"2609035";"Klimontów - obszar wiejski (5)";"5895"
"2609043";"Koprzywnica (3)";"6356"
"2609044";"Koprzywnica - miasto (4)";"2389"
"2609045";"Koprzywnica - obszar wiejski (5)";"3967"
"2609052";"Łoniów (2)";"7262"
"2609062";"Obrazów (2)";"6269"
"2609072";"Samborzec (2)";"8226"
"2609082";"Wilczyce (2)";"3545"
"2609093";"Zawichost (3)";"4163"
"2609094";"Zawichost - miasto (4)";"1648"
"2609095";"Zawichost - obszar wiejski (5)";"2515"
"2610000";"Powiat skarżyski";"70948"
"2610011";"Skarżysko-Kamienna (1)";"43067"
"2610022";"Bliżyn (2)";"7650"
"2610032";"Łączna (2)";"5021"
"2610042";"Skarżysko Kościelne (2)";"5660"
"2610053";"Suchedniów (3)";"9550"
"2610054";"Suchedniów - miasto (4)";"7820"
"2610055";"Suchedniów - obszar wiejski (5)";"1730"
"2611000";"Powiat starachowicki";"86278"
"2611011";"Starachowice (1)";"46270"
"2611022";"Brody (2)";"10452"
"2611032";"Mirzec (2)";"8080"
"2611042";"Pawłów (2)";"14953"
"2611053";"Wąchock (3)";"6523"
"2611054";"Wąchock - miasto (4)";"2568"
"2611055";"Wąchock - obszar wiejski (5)";"3955"
"2612000";"Powiat staszowski";"69957"
"2612012";"Bogoria (2)";"7526"
"2612022";"Łubnice (2)";"3995"
"2612033";"Oleśnica (3)";"3814"
"2612034";"Oleśnica - miasto (4)";"1752"
"2612035";"Oleśnica - obszar wiejski (5)";"2062"
"2612043";"Osiek (3)";"7483"
"2612044";"Osiek - miasto (4)";"1966"
"2612045";"Osiek - obszar wiejski (5)";"5517"
"2612053";"Połaniec (3)";"11309"
"2612054";"Połaniec - miasto (4)";"7702"
"2612055";"Połaniec - obszar wiejski (5)";"3607"
"2612062";"Rytwiany (2)";"6306"
"2612073";"Staszów (3)";"25071"
"2612074";"Staszów - miasto (4)";"14158"
"2612075";"Staszów - obszar wiejski (5)";"10913"
"2612083";"Szydłów (3)";"4453"
"2612084";"Szydłów - miasto (4)";"985"
"2612085";"Szydłów - obszar wiejski (5)";"3468"
"2613000";"Powiat włoszczowski";"43905"
"2613012";"Kluczewsko (2)";"4999"
"2613022";"Krasocin (2)";"10287"
"2613032";"Moskorzew (2)";"2606"
"2613042";"Radków (2)";"2370"
"2613052";"Secemin (2)";"4655"
"2613063";"Włoszczowa (3)";"18988"
"2613064";"Włoszczowa - miasto (4)";"9750"
"2613065";"Włoszczowa - obszar wiejski (5)";"9238"
"2661000";"Powiat m. Kielce";"186894"
"2661011";"Kielce (1)";"186894"
"2800000";"WARMIŃSKO-MAZURSKIE";"1382232"
"2801000";"Powiat bartoszycki";"54309"
"2801011";"Bartoszyce (1)";"22281"
"2801021";"Górowo Iławeckie (1)";"3797"
"2801032";"Bartoszyce (2)";"10256"
"2801043";"Bisztynek (3)";"5842"
"2801044";"Bisztynek - miasto (4)";"2249"
"2801045";"Bisztynek - obszar wiejski (5)";"3593"
"2801052";"Górowo Iławeckie (2)";"6282"
"2801063";"Sępopol (3)";"5851"
"2801064";"Sępopol - miasto (4)";"1925"
"2801065";"Sępopol - obszar wiejski (5)";"3926"
"2802000";"Powiat braniewski";"38548"
"2802011";"Braniewo (1)";"16480"
"2802022";"Braniewo (2)";"5541"
"2802033";"Frombork (3)";"3251"
"2802034";"Frombork - miasto (4)";"2159"
"2802035";"Frombork - obszar wiejski (5)";"1092"
"2802042";"Lelkowo (2)";"2498"
"2802053";"Pieniężno (3)";"5716"
"2802054";"Pieniężno - miasto (4)";"2490"
"2802055";"Pieniężno - obszar wiejski (5)";"3226"
"2802062";"Płoskinia (2)";"2394"
"2802072";"Wilczęta (2)";"2668"
"2803000";"Powiat działdowski";"62675"
"2803011";"Działdowo (1)";"20670"
"2803022";"Działdowo (2)";"9487"
"2803032";"Iłowo-Osada (2)";"6880"
"2803043";"Lidzbark (3)";"13511"
"2803044";"Lidzbark - miasto (4)";"7471"
"2803045";"Lidzbark - obszar wiejski (5)";"6040"
"2803052";"Płośnica (2)";"5280"
"2803062";"Rybno (2)";"6847"
"2804000";"Powiat elbląski";"55296"
"2804012";"Elbląg (2)";"7603"
"2804022";"Godkowo (2)";"2809"
"2804032";"Gronowo Elbląskie (2)";"4928"
"2804042";"Markusy (2)";"3920"
"2804052";"Milejewo (2)";"3298"
"2804063";"Młynary (3)";"4263"
"2804064";"Młynary - miasto (4)";"1694"
"2804065";"Młynary - obszar wiejski (5)";"2569"
"2804073";"Pasłęk (3)";"18752"
"2804074";"Pasłęk - miasto (4)";"12074"
"2804075";"Pasłęk - obszar wiejski (5)";"6678"
"2804082";"Rychliki (2)";"3574"
"2804093";"Tolkmicko (3)";"6149"
"2804094";"Tolkmicko - miasto (4)";"2464"
"2804095";"Tolkmicko - obszar wiejski (5)";"3685"
"2805000";"Powiat ełcki";"89038"
"2805011";"Ełk (1)";"60390"
"2805022";"Ełk (2)";"12056"
"2805032";"Kalinowo (2)";"6322"
"2805042";"Prostki (2)";"6826"
"2805052";"Stare Juchy (2)";"3444"
"2806000";"Powiat giżycki";"54798"
"2806011";"Giżycko (1)";"28233"
"2806042";"Giżycko (2)";"8551"
"2806052";"Kruklanki (2)";"3012"
"2806062";"Miłki (2)";"3530"
"2806083";"Ryn (3)";"5504"
"2806084";"Ryn - miasto (4)";"2765"
"2806085";"Ryn - obszar wiejski (5)";"2739"
"2806102";"Wydminy (2)";"5968"
"2807000";"Powiat iławski";"90918"
"2807011";"Iława (1)";"32664"
"2807021";"Lubawa (1)";"10626"
"2807032";"Iława (2)";"13124"
"2807043";"Kisielice (3)";"5695"
"2807044";"Kisielice - miasto (4)";"2097"
"2807045";"Kisielice - obszar wiejski (5)";"3598"
"2807052";"Lubawa (2)";"10414"
"2807063";"Susz (3)";"12053"
"2807064";"Susz - miasto (4)";"5309"
"2807065";"Susz - obszar wiejski (5)";"6744"
"2807073";"Zalewo (3)";"6342"
"2807074";"Zalewo - miasto (4)";"2078"
"2807075";"Zalewo - obszar wiejski (5)";"4264"
"2808000";"Powiat kętrzyński";"59099"
"2808011";"Kętrzyn (1)";"26174"
"2808022";"Barciany (2)";"5747"
"2808032";"Kętrzyn (2)";"7773"
"2808043";"Korsze (3)";"9039"
"2808044";"Korsze - miasto (4)";"4073"
"2808045";"Korsze - obszar wiejski (5)";"4966"
"2808053";"Reszel (3)";"6850"
"2808054";"Reszel - miasto (4)";"4167"
"2808055";"Reszel - obszar wiejski (5)";"2683"
"2808062";"Srokowo (2)";"3516"
"2809000";"Powiat lidzbarski";"39238"
"2809011";"Lidzbark Warmiński (1)";"14878"
"2809022";"Kiwity (2)";"3192"
"2809032";"Lidzbark Warmiński (2)";"6485"
"2809042";"Lubomino (2)";"3413"
"2809053";"Orneta (3)";"11270"
"2809054";"Orneta - miasto (4)";"8292"
"2809055";"Orneta - obszar wiejski (5)";"2978"
"2810000";"Powiat mrągowski";"48714"
"2810011";"Mrągowo (1)";"21325"
"2810023";"Mikołajki (3)";"7594"
"2810024";"Mikołajki - miasto (4)";"3506"
"2810025";"Mikołajki - obszar wiejski (5)";"4088"
"2810032";"Mrągowo (2)";"8035"
"2810042";"Piecki (2)";"7289"
"2810052";"Sorkwity (2)";"4471"
"2811000";"Powiat nidzicki";"31107"
"2811012";"Janowiec Kościelny (2)";"3001"
"2811022";"Janowo (2)";"2542"
"2811032";"Kozłowo (2)";"5511"
"2811043";"Nidzica (3)";"20053"
"2811044";"Nidzica - miasto (4)";"13052"
"2811045";"Nidzica - obszar wiejski (5)";"7001"
"2812000";"Powiat nowomiejski";"42719"
"2812011";"Nowe Miasto Lubawskie (1)";"10492"
"2812022";"Biskupiec (2)";"8854"
"2812032";"Grodziczno (2)";"6029"
"2812042";"Kurzętnik (2)";"8981"
"2812052";"Nowe Miasto Lubawskie (2)";"8363"
"2813000";"Powiat olecki";"32739"
"2813032";"Kowale Oleckie (2)";"4657"
"2813043";"Olecko (3)";"21376"
"2813044";"Olecko - miasto (4)";"16076"
"2813045";"Olecko - obszar wiejski (5)";"5300"
"2813052";"Świętajno (2)";"3473"
"2813062";"Wieliczki (2)";"3233"
"2814000";"Powiat olsztyński";"128666"
"2814013";"Barczewo (3)";"18121"
"2814014";"Barczewo - miasto (4)";"7476"
"2814015";"Barczewo - obszar wiejski (5)";"10645"
"2814023";"Biskupiec (3)";"18123"
"2814024";"Biskupiec - miasto (4)";"10163"
"2814025";"Biskupiec - obszar wiejski (5)";"7960"
"2814033";"Dobre Miasto (3)";"15312"
"2814034";"Dobre Miasto - miasto (4)";"9629"
"2814035";"Dobre Miasto - obszar wiejski (5)";"5683"
"2814042";"Dywity (2)";"12956"
"2814052";"Gietrzwałd (2)";"6827"
"2814063";"Jeziorany (3)";"7187"
"2814064";"Jeziorany - miasto (4)";"3055"
"2814065";"Jeziorany - obszar wiejski (5)";"4132"
"2814072";"Jonkowo (2)";"7655"
"2814082";"Kolno (2)";"2871"
"2814093";"Olsztynek (3)";"13319"
"2814094";"Olsztynek - miasto (4)";"7343"
"2814095";"Olsztynek - obszar wiejski (5)";"5976"
"2814102";"Purda (2)";"8857"
"2814112";"Stawiguda (2)";"13643"
"2814122";"Świątki (2)";"3795"
"2815000";"Powiat ostródzki";"101153"
"2815011";"Ostróda (1)";"32052"
"2815022";"Dąbrówno (2)";"3982"
"2815032";"Grunwald (2)";"5189"
"2815042";"Łukta (2)";"4419"
"2815052";"Małdyty (2)";"5907"
"2815063";"Miłakowo (3)";"5131"
"2815064";"Miłakowo - miasto (4)";"2488"
"2815065";"Miłakowo - obszar wiejski (5)";"2643"
"2815073";"Miłomłyn (3)";"4836"
"2815074";"Miłomłyn - miasto (4)";"2415"
"2815075";"Miłomłyn - obszar wiejski (5)";"2421"
"2815083";"Morąg (3)";"23648"
"2815084";"Morąg - miasto (4)";"13317"
"2815085";"Morąg - obszar wiejski (5)";"10331"
"2815092";"Ostróda (2)";"15989"
"2816000";"Powiat piski";"53348"
"2816013";"Biała Piska (3)";"10793"
"2816014";"Biała Piska - miasto (4)";"3818"
"2816015";"Biała Piska - obszar wiejski (5)";"6975"
"2816023";"Orzysz (3)";"8495"
"2816024";"Orzysz - miasto (4)";"5402"
"2816025";"Orzysz - obszar wiejski (5)";"3093"
"2816033";"Pisz (3)";"26528"
"2816034";"Pisz - miasto (4)";"18245"
"2816035";"Pisz - obszar wiejski (5)";"8283"
"2816043";"Ruciane-Nida (3)";"7532"
"2816044";"Ruciane-Nida - miasto (4)";"4186"
"2816045";"Ruciane-Nida - obszar wiejski (5)";"3346"
"2817000";"Powiat szczycieński";"67452"
"2817011";"Szczytno (1)";"22389"
"2817022";"Dźwierzuty (2)";"6060"
"2817032";"Jedwabno (2)";"3478"
"2817043";"Pasym (3)";"5118"
"2817044";"Pasym - miasto (4)";"2407"
"2817045";"Pasym - obszar wiejski (5)";"2711"
"2817052";"Rozogi (2)";"5346"
"2817062";"Szczytno (2)";"13273"
"2817072";"Świętajno (2)";"5476"
"2817083";"Wielbark (3)";"6312"
"2817084";"Wielbark - miasto (4)";"2996"
"2817085";"Wielbark - obszar wiejski (5)";"3316"
"2818000";"Powiat gołdapski";"25534"
"2818012";"Banie Mazurskie (2)";"3395"
"2818022";"Dubeninki (2)";"2715"
"2818033";"Gołdap (3)";"19424"
"2818034";"Gołdap - miasto (4)";"13378"
"2818035";"Gołdap - obszar wiejski (5)";"6046"
"2819000";"Powiat węgorzewski";"21436"
"2819012";"Budry (2)";"2645"
"2819022";"Pozezdrze (2)";"3034"
"2819033";"Węgorzewo (3)";"15757"
"2819034";"Węgorzewo - miasto (4)";"10879"
"2819035";"Węgorzewo - obszar wiejski (5)";"4878"
"2861000";"Powiat m. Elbląg";"115220"
"2861011";"Elbląg (1)";"115220"
"2862000";"Powiat m. Olsztyn";"170225"
"2862011";"Olsztyn (1)";"170225"
"3000000";"WIELKOPOLSKIE";"3504579"
"3001000";"Powiat chodzieski";"46110"
"3001011";"Chodzież (1)";"18044"
"3001023";"Budzyń (3)";"8395"
"3001024";"Budzyń - miasto (4)";"4648"
"3001025";"Budzyń - obszar wiejski (5)";"3747"
"3001032";"Chodzież (2)";"6044"
"3001043";"Margonin (3)";"6344"
"3001044";"Margonin - miasto (4)";"3019"
"3001045";"Margonin - obszar wiejski (5)";"3325"
"3001053";"Szamocin (3)";"7283"
"3001054";"Szamocin - miasto (4)";"4007"
"3001055";"Szamocin - obszar wiejski (5)";"3276"
"3002000";"Powiat czarnkowsko-trzcianecki";"85094"
"3002011";"Czarnków (1)";"10370"
"3002022";"Czarnków (2)";"11121"
"3002032";"Drawsko (2)";"5702"
"3002043";"Krzyż Wielkopolski (3)";"8413"
"3002044";"Krzyż Wielkopolski - miasto (4)";"6017"
"3002045";"Krzyż Wielkopolski - obszar wiejski (5)";"2396"
"3002052";"Lubasz (2)";"7543"
"3002062";"Połajewo (2)";"6060"
"3002073";"Trzcianka (3)";"23839"
"3002074";"Trzcianka - miasto (4)";"16831"
"3002075";"Trzcianka - obszar wiejski (5)";"7008"
"3002083";"Wieleń (3)";"12046"
"3002084";"Wieleń - miasto (4)";"5878"
"3002085";"Wieleń - obszar wiejski (5)";"6168"
"3003000";"Powiat gnieźnieński";"142640"
"3003011";"Gniezno (1)";"65452"
"3003023";"Czerniejewo (3)";"7218"
"3003024";"Czerniejewo - miasto (4)";"2576"
"3003025";"Czerniejewo - obszar wiejski (5)";"4642"
"3003032";"Gniezno (2)";"13553"
"3003042";"Kiszkowo (2)";"5228"
"3003053";"Kłecko (3)";"7285"
"3003054";"Kłecko - miasto (4)";"2608"
"3003055";"Kłecko - obszar wiejski (5)";"4677"
"3003062";"Łubowo (2)";"6992"
"3003072";"Mieleszyn (2)";"3766"
"3003082";"Niechanowo (2)";"5987"
"3003093";"Trzemeszno (3)";"13938"
"3003094";"Trzemeszno - miasto (4)";"7522"
"3003095";"Trzemeszno - obszar wiejski (5)";"6416"
"3003103";"Witkowo (3)";"13221"
"3003104";"Witkowo - miasto (4)";"7623"
"3003105";"Witkowo - obszar wiejski (5)";"5598"
"3004000";"Powiat gostyński";"74514"
"3004013";"Borek Wielkopolski (3)";"7206"
"3004014";"Borek Wielkopolski - miasto (4)";"2440"
"3004015";"Borek Wielkopolski - obszar wiejski (5)";"4766"
"3004023";"Gostyń (3)";"27973"
"3004024";"Gostyń - miasto (4)";"20210"
"3004025";"Gostyń - obszar wiejski (5)";"7763"
"3004033";"Krobia (3)";"12724"
"3004034";"Krobia - miasto (4)";"4412"
"3004035";"Krobia - obszar wiejski (5)";"8312"
"3004042";"Pępowo (2)";"5850"
"3004052";"Piaski (2)";"8383"
"3004063";"Pogorzela (3)";"4743"
"3004064";"Pogorzela - miasto (4)";"2048"
"3004065";"Pogorzela - obszar wiejski (5)";"2695"
"3004073";"Poniec (3)";"7635"
"3004074";"Poniec - miasto (4)";"2945"
"3004075";"Poniec - obszar wiejski (5)";"4690"
"3005000";"Powiat grodziski";"51664"
"3005012";"Granowo (2)";"5019"
"3005023";"Grodzisk Wielkopolski (3)";"20317"
"3005024";"Grodzisk Wielkopolski - miasto (4)";"15131"
"3005025";"Grodzisk Wielkopolski - obszar wiejski (5)";"5186"
"3005032";"Kamieniec (2)";"6268"
"3005043";"Rakoniewice (3)";"13247"
"3005044";"Rakoniewice - miasto (4)";"3658"
"3005045";"Rakoniewice - obszar wiejski (5)";"9589"
"3005053";"Wielichowo (3)";"6813"
"3005054";"Wielichowo - miasto (4)";"1725"
"3005055";"Wielichowo - obszar wiejski (5)";"5088"
"3006000";"Powiat jarociński";"70386"
"3006013";"Jaraczewo (3)";"7785"
"3006014";"Jaraczewo - miasto (4)";"1369"
"3006015";"Jaraczewo - obszar wiejski (5)";"6416"
"3006023";"Jarocin (3)";"45600"
"3006024";"Jarocin - miasto (4)";"26565"
"3006025";"Jarocin - obszar wiejski (5)";"19035"
"3006032";"Kotlin (2)";"7114"
"3006043";"Żerków (3)";"9887"
"3006044";"Żerków - miasto (4)";"2078"
"3006045";"Żerków - obszar wiejski (5)";"7809"
"3007000";"Powiat kaliski";"82878"
"3007012";"Blizanów (2)";"10083"
"3007022";"Brzeziny (2)";"5771"
"3007032";"Ceków-Kolonia (2)";"4783"
"3007042";"Godziesze Wielkie (2)";"9941"
"3007053";"Koźminek (3)";"7396"
"3007054";"Koźminek - miasto (4)";"1874"
"3007055";"Koźminek - obszar wiejski (5)";"5522"
"3007062";"Lisków (2)";"5257"
"3007072";"Mycielin (2)";"4741"
"3007083";"Opatówek (3)";"10757"
"3007084";"Opatówek - miasto (4)";"3575"
"3007085";"Opatówek - obszar wiejski (5)";"7182"
"3007093";"Stawiszyn (3)";"6874"
"3007094";"Stawiszyn - miasto (4)";"1425"
"3007095";"Stawiszyn - obszar wiejski (5)";"5449"
"3007102";"Szczytniki (2)";"7646"
"3007112";"Żelazków (2)";"9629"
"3008000";"Powiat kępiński";"56514"
"3008012";"Baranów (2)";"8207"
"3008022";"Bralin (2)";"6112"
"3008033";"Kępno (3)";"24524"
"3008034";"Kępno - miasto (4)";"13951"
"3008035";"Kępno - obszar wiejski (5)";"10573"
"3008042";"Łęka Opatowska (2)";"5240"
"3008052";"Perzów (2)";"3804"
"3008062";"Rychtal (2)";"3699"
"3008072";"Trzcinica (2)";"4928"
"3009000";"Powiat kolski";"83324"
"3009011";"Koło (1)";"20380"
"3009022";"Babiak (2)";"7539"
"3009032";"Chodów (2)";"2872"
"3009043";"Dąbie (3)";"5924"
"3009044";"Dąbie - miasto (4)";"1787"
"3009045";"Dąbie - obszar wiejski (5)";"4137"
"3009052";"Grzegorzew (2)";"5459"
"3009063";"Kłodawa (3)";"12178"
"3009064";"Kłodawa - miasto (4)";"6074"
"3009065";"Kłodawa - obszar wiejski (5)";"6104"
"3009072";"Koło (2)";"7867"
"3009082";"Kościelec (2)";"6727"
"3009092";"Olszówka (2)";"4226"
"3009102";"Osiek Mały (2)";"6170"
"3009113";"Przedecz (3)";"3982"
"3009114";"Przedecz - miasto (4)";"1566"
"3009115";"Przedecz - obszar wiejski (5)";"2416"
"3010000";"Powiat koniński";"128746"
"3010013";"Golina (3)";"12121"
"3010014";"Golina - miasto (4)";"4395"
"3010015";"Golina - obszar wiejski (5)";"7726"
"3010022";"Grodziec (2)";"5061"
"3010032";"Kazimierz Biskupi (2)";"11474"
"3010043";"Kleczew (3)";"9688"
"3010044";"Kleczew - miasto (4)";"3980"
"3010045";"Kleczew - obszar wiejski (5)";"5708"
"3010052";"Kramsk (2)";"11500"
"3010062";"Krzymów (2)";"8157"
"3010073";"Rychwał (3)";"8044"
"3010074";"Rychwał - miasto (4)";"2402"
"3010075";"Rychwał - obszar wiejski (5)";"5642"
"3010082";"Rzgów (2)";"7116"
"3010092";"Skulsk (2)";"5880"
"3010103";"Sompolno (3)";"10186"
"3010104";"Sompolno - miasto (4)";"3429"
"3010105";"Sompolno - obszar wiejski (5)";"6757"
"3010112";"Stare Miasto (2)";"12654"
"3010123";"Ślesin (3)";"13941"
"3010124";"Ślesin - miasto (4)";"3179"
"3010125";"Ślesin - obszar wiejski (5)";"10762"
"3010132";"Wierzbinek (2)";"6995"
"3010142";"Wilczyn (2)";"5929"
"3011000";"Powiat kościański";"78026"
"3011011";"Kościan (1)";"24022"
"3011023";"Czempiń (3)";"11400"
"3011024";"Czempiń - miasto (4)";"4825"
"3011025";"Czempiń - obszar wiejski (5)";"6575"
"3011032";"Kościan (2)";"15784"
"3011043";"Krzywiń (3)";"9625"
"3011044";"Krzywiń - miasto (4)";"1674"
"3011045";"Krzywiń - obszar wiejski (5)";"7951"
"3011053";"Śmigiel (3)";"17195"
"3011054";"Śmigiel - miasto (4)";"5648"
"3011055";"Śmigiel - obszar wiejski (5)";"11547"
