WOJEWÓDZTWO,TYP,NAZWA URZĘDU,KOD,MIASTO,ULICA,NR BUDYNKU / LOKALU,POCZTA,NR TELEFONU   wraz z nr kierunkowym,NR FAXU,ADRES E-MAIL URZĘDU,kod jednostki,ADRESY STRON BIP JEDNOSTEK KAS
mazowieckie,OC,Oddział Celny I Pocztowy w Warszawie,00-900,Warszawa,Łączyny ,8,Warszawa,22 545 16 00,-,sekretariat.ucs.441010@mf.gov.pl,441010,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
mazowieckie,DUCS,Delegatura UCS w Radomiu,26-600,Radom,Struga ,60,Radom,"48 334 31 01,,48 334 31 41",48 334 31 02,sekretariat.ucs.444000@mf.gov.pl,444000,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
mazowieckie,OC,Oddział Celny w Radomiu,26-600,Radom,Wrocławska ,4,Radom,48 334 31 40,48 334 31 14,sekretariat.oc.444010@mf.gov.pl,444010,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
mazowieckie,OC,Oddział Celny w Grójcu,05-600,Słomczyn,,81,Grójec,48 664 32 67,48 334 31 89,sekretariat.oc.444020@mf.gov.pl,444020,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
mazowieckie,DUCS,Delegatura UCS w Pruszkowie,05-800,Pruszków,Przejazdowa ,25,Pruszków,22 738 52 05,22 738 52 24,sekretariat.ucs.445000@mf.gov.pl,445000,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
mazowieckie,OC,Oddział Celny I w Pruszkowie,05-800,Pruszków,Przejazdowa ,25,Pruszków,"22 738 52 01, ,22 738 52 32",22 728 10 66,kancelaria.oc.445010@mf.gov.pl,445010,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
mazowieckie,OC,Oddział Celny w Płocku,09-400,Płock,Królewiecka ,27,Płock,"24 264 62 76,,24 264 62 78",24 262 62 77,kancelaria.oc.445050@mf.gov.pl,445050,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
mazowieckie,OC,Oddział Celny VI w Warszawie,03-215,Warszawa,Jagiellońska,88,Warszawa,22 510-44-15; 22 510-45-36; 22 510-44-91; 22 510-45-33; 22 510-44-07; 22 510-44-21,-,sekretariat.oc.442020@mf.gov.pl,442020,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
mazowieckie,DUCS,Delegatura UCS w Siedlcach,08-110,Siedlce,Brzeska ,102,Siedlce,(25) 640-18-31,25 640 18 43,sekretariat.446000@mf.gov.pl,446000,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
mazowieckie,OC,Oddział Celny w Siedlcach,08-110,Siedlce,Brzeska ,185,Siedlce,25 633 52 02,25 632 40 35,sekretariat.446010@mf.gov.pl,446010,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
mazowieckie,DUCS,Delegatura UCS w Ciechanowie,06-400,Ciechanów,Gostkowska ,39A,Ciechanów,(23) 662-60-89 do 91; (23) 673-34-89; (23) 673-38-69,23 662 22 05,sekretariat.ucs.447000@mf.gov.pl,447000,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
mazowieckie,OC,Oddział Celny w Ciechanowie,06-400,Ciechanów,Gostkowska ,39A,Ciechanów,(23) 662-60-90,23 662 22 05,sekretariat.oc.447010@mf.gov.pl,447010,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
mazowieckie,KIS,Delegatura Krajowej Informacji Skarbowej w Płocku,09-402,Płock,1 Maja ,10,Płock,(24) 361-62-63,-,kis.plock@mf.gov.pl,0114,www.kis.gov.pl
mazowieckie,KSS,Krajowa Szkoła Skarbowości,03-710,Warszawa,Stefana Okrzei ,4,Warszawa,22 511 21 51,22 619 51 27,sekretariat.kss.warszawa@mf.gov.pl,030100,www.kss.gov.pl
opolskie,IAS,Izba Administracji Skarbowej w Opolu,45-331,Opole,płk. Witolda Pileckiego,2,Opole,77 454 00 67 do 70; 77 440 32 00; 77 440 32 38,77 456 43 13,sekretariat.ias.opole@mf.gov.pl; ias.opole@mf.gov.pl,1601,www.opolskie.kas.gov.pl
opolskie,US,Urząd Skarbowy w Brzegu,49-305,Brzeg,Składowa ,2,Brzeg,77 400 52 00; 77 400 52 01,77 400 52 02,us.brzeg@mf.gov.pl,1602,www.opolskie.kas.gov.pl/urzad-skarbowy-w-brzegu
opolskie,US,Urząd Skarbowy w Głubczycach,48-100,Głubczyce,Fabryczna ,2,Głubczyce,"77 485 30 51; 77 485 30 52 wew. 221,228",77 485 24 37,us.glubczyce@mf.gov.pl,1603,www.opolskie.kas.gov.pl/urzad-skarbowy-w-glubczycach
opolskie,US,Urząd Skarbowy w Kędzierzynie-Koźlu,47-224,Kędzierzyn-Koźle,Piotra Skargi ,19,Kędzierzyn-Koźle,77 406 17 00; 77 406 17 10,77 406 17 11,us.kedzierzyn-kozle@mf.gov.pl,1604,www.opolskie.kas.gov.pl/urzad-skarbowy-w-kedzierzynie-kozlu
opolskie,US,Urząd Skarbowy w Kluczborku,46-200,Kluczbork,Sienkiewicza ,22A,Kluczbork,77 425 06 00; 77 425 06 43,77 425 06 01,us.kluczbork@mf.gov.pl,1605,www.opolskie.kas.gov.pl/urzad-skarbowy-w-kluczborku
opolskie,US,Urząd Skarbowy w Namysłowie,46-100,Namysłów,Marii Skłodowskiej-Curie,12,Namysłów,77 419 09 80; 77 44 650 44,77 410 20 46,us.namyslow@mf.gov.pl,1606,www.opolskie.kas.gov.pl/urzad-skarbowy-w-namyslowie
opolskie,US,Urząd Skarbowy w Nysie ,48-300,Nysa,Bolesława Krzywoustego ,23,Nysa,77 408 08 00,77  408 08 10,us.nysa@mf.gov.pl,1607,www.opolskie.kas.gov.pl/urzad-skarbowy-w-nysie
opolskie,US,Urząd Skarbowy w Oleśnie,46-300,Olesno,Jana Pieloka ,21,Olesno,34 350 44 81; 34 350 44 82,34 358 24 59,us.olesno@mf.gov.pl,1608,www.opolskie.kas.gov.pl/urzad-skarbowy-w-olesnie
opolskie,US,Pierwszy Urząd Skarbowy w Opolu,45-331,Opole,Tadeusza Rejtana ,3B,Opole,77 407 45 37; 77 453 19 35 ,77  454 42 46,1us.opole@mf.gov.pl,1609,www.opolskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-opolu
opolskie,US,Drugi Urząd Skarbowy w Opolu,45-331,Opole,płk. Witolda Pileckiego,2,Opole,77 442 11 01; 77 442 11 17,77 442 36 41,2us.opole@mf.gov.pl,1610,www.opolskie.kas.gov.pl/drugi-urzad-skarbowy-w-opolu
opolskie,US,Urząd Skarbowy w Prudniku,48-200,Prudnik,Mikołaja Kopernika ,1A,Prudnik,77 436 99 00; 77 436 99 02,77 436 99 08,us.prudnik@mf.gov.pl,1611,www.opolskie.kas.gov.pl/urzad-skarbowy-w-prudniku
opolskie,US,Urząd Skarbowy w Strzelcach Opolskich,47-100,Strzelce Opolskie,Opolska ,13,Strzelce Opolskie,77 461 28 29; 77 461 35 69; 77 461 42 78,77 461 28 29 w. 307,us.strzelce-opolskie@mf.gov.pl,1612,www.opolskie.kas.gov.pl/urzad-skarbowy-w-strzelcach-opolskich
opolskie,US,Urząd Skarbowy w Krapkowicach,47-300,Krapkowice,Opolska ,96A,Krapkowice,77 446 77 10,77 446 77 11,us.krapkowice@mf.gov.pl,1613,www.opolskie.kas.gov.pl/urzad-skarbowy-w-krapkowicach
opolskie,WUS,Opolski Urząd Skarbowy w Opolu,45-331,Opole,Tadeusza Rejtana ,3A,Opole,77 442 06 53; 77 448 97 43; 77 448 97 02,77 442 05 20,opolski.us@mf.gov.pl,1671,www.opolskie.kas.gov.pl/opolski-urzad-skarbowy-w-opolu
opolskie,UCS,Opolski Urząd Celno-Skarbowy w Opolu,45-342,Opole,Drzymały ,22,Opole,77 401 78 00,77 401 79 17,sekretariat.ucs.388000@mf.gov.pl,388000,www.opolskie.kas.gov.pl/opolski-urzad-celno-skarbowy-w-opolu
opolskie,DUCS,Delegatura UCS w Opolu,45-323,Opole,Zielonogórska ,3,Opole,77 402 32 06,77 402 32 68 ,sekretariat.ucs.381000@mf.gov.pl,381000,www.opolskie.kas.gov.pl/opolski-urzad-celno-skarbowy-w-opolu
opolskie,OC,Oddział Celny w Opolu,45-323,Opole,Zielonogórska ,3,Opole,77 402 32 32,77 402 32 39,sekretariat.oc.381010@mf.gov.pl,381010,www.opolskie.kas.gov.pl/opolski-urzad-celno-skarbowy-w-opolu
opolskie,OC,Oddział Celny w Nysie,48-300,Nysa,Otmuchowska ,50,Nysa,77 400 67 11 ,77 400 67 11 w. 3159,sekretariat.oc.381040@mf.gov.pl,381040,www.opolskie.kas.gov.pl/opolski-urzad-celno-skarbowy-w-opolu
podkarpackie,IAS,Izba Administracji Skarbowej w Rzeszowie,35-959,Rzeszów,Geodetów ,1,Rzeszów,(17) 850-36-00,(17) 852-11-30,ias.rzeszow@mf.gov.pl,1801,www.podkarpackie.kas.gov.pl
podkarpackie,US,Urząd Skarbowy w Brzozowie,36-200,Brzozów,Kazimierzowska ,1,Brzozów,(13) 434-07-30,(13) 434-08-70,us.brzozow@mf.gov.pl,1802,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-brzozowie
podkarpackie,US,Urząd Skarbowy w Dębicy,39-200,Dębica,Kolejowa ,21,Dębica,(14) 680-52-15,(14) 680-52-26,us.debica@mf.gov.pl,1803,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-debicy
podkarpackie,US,Urząd Skarbowy w Jarosławiu,37-500,Jarosław,Przemysłowa ,2A,Jarosław,(16) 624-67-55,(16) 624-67-87,us.jaroslaw@mf.gov.pl,1804,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-jaroslawiu
podkarpackie,US,Urząd Skarbowy w Jaśle,38-200,Jasło,Stanisława Staszica ,3,Jasło,(13) 446-47-03,(13) 446-37-94,us.jaslo@mf.gov.pl,1805,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-jasle
podkarpackie,US,Urząd Skarbowy w Kolbuszowej,36-100,Kolbuszowa,Tadeusza Kościuszki ,20,Kolbuszowa,(17) 227-06-50; (17) 227-13-68,(17) 227-26-33,us.kolbuszowa@mf.gov.pl,1806,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-kolbuszowej
podkarpackie,US,Urząd Skarbowy w Krośnie,38-400,Krosno,Składowa ,5,Krosno,(13) 437-35-05,(13) 437-35-08,us.krosno@mf.gov.pl,1807,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-krosnie
podkarpackie,US,Urząd Skarbowy w Lesku,38-600,Lesko,Rynek ,1,Lesko,(13) 469-64-84,(13) 469-85-34,us.lesko@mf.gov.pl,1808,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-lesku
podkarpackie,US,Urząd Skarbowy w Leżajsku,37-300,Leżajsk,Plac Targowy,3,Leżajsk,(17) 240-68-00,(17) 240-68-12,us.lezajsk@mf.gov.pl,1809,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-lezajsku
podkarpackie,US,Urząd Skarbowy w Lubaczowie,37-600,Lubaczów,Jana III Sobieskiego ,6,Lubaczów,(16) 632-93-00,(16) 632-27-85,us.lubaczow@mf.gov.pl,1810,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-lubaczowie
podkarpackie,US,Urząd Skarbowy w Łańcucie,37-100,Łańcut,Józefa Piłsudskiego ,11,Łańcut,(17) 225-93-00; (17) 225-73-00,(17) 225-23-55,us.lancut@mf.gov.pl,1811,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-lancucie
podkarpackie,US,Urząd Skarbowy w Mielcu,39-300,Mielec,Żeromskiego,13,Mielec,(17) 780-00-00,(17) 780-00-01,us.mielec@mf.gov.pl,1812,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-mielcu
podkarpackie,US,Urząd Skarbowy w Przemyślu,37-700,Przemyśl,Lwowska ,9A,Przemyśl,(16) 675-26-00,(16) 678-81-48,us.przemysl@mf.gov.pl,1813,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-przemyslu
podkarpackie,US,Urząd Skarbowy w Przeworsku,37-200,Przeworsk,Tysiąclecia ,1,Przeworsk,(16) 648-90-27,(16) 648-83-34,us.przeworsk@mf.gov.pl,1814,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-przeworsku
podkarpackie,US,Urząd Skarbowy w Ropczycach,39-100,Ropczyce,Świętej Barbary,12,Ropczyce,(17) 223-18-00,(17) 223-18-01,us.ropczyce@mf.gov.pl,1815,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-ropczycach
podkarpackie,US,Pierwszy Urząd Skarbowy w Rzeszowie,35-309,Rzeszów,Podwisłocze ,42,Rzeszów,(17) 852-52-77,(17) 852-66-08,us.rzeszow1@mf.gov.pl,1816,www.podkarpackie.kas.gov.pl/pierwszy-urzad-skarbowy-w-rzeszowie
podkarpackie,US,Urząd Skarbowy w Sanoku,38-500,Sanok,Henryka Sienkiewicza ,1,Sanok,(13) 464-14-90,(13) 461-63-21,us.sanok@mf.gov.pl,1817,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-sanoku
podkarpackie,US,Urząd Skarbowy w Stalowej Woli,37-450,Stalowa Wola,Metalowców ,6,Stalowa Wola,(15) 877-71-00,(15) 877-71-13,us.stalowawola@mf.gov.pl,1818,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-stalowej-woli
podkarpackie,US,Urząd Skarbowy w Strzyżowie,38-100,Strzyżów,Daszyńskiego ,6,Strzyżów,"(17) 276-10-59, (17) 276-85-00",(17) 276-14-62,us.strzyzow@mf.gov.pl,1819,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-strzyzowie
podkarpackie,US,Urząd Skarbowy w Tarnobrzegu,39-400,Tarnobrzeg,Stanisława Wyspiańskiego ,12,Tarnobrzeg,(15) 851-43-00,(15) 851-43-72,us.tarnobrzeg@mf.gov.pl,1820,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-tarnobrzegu
podkarpackie,US,Urząd Skarbowy w Ustrzykach Dolnych,38-700,Ustrzyki Dolne,Mikołaja Kopernika ,1,Ustrzyki Dolne,"(13) 461-21-43, (13) 465-71-00",(13) 461-37-90,us.ustrzykidolne@mf.gov.pl ,1821,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-ustrzykach-dolnych
podkarpackie,US,Drugi Urząd Skarbowy w Rzeszowie,35-234,Rzeszów,Lucjana Siemieńskiego ,18,Rzeszów,(17) 875-14-00,(17) 864-23-75, us.rzeszow2@mf.gov.pl,1822,www.podkarpackie.kas.gov.pl/drugi-urzad-skarbowy-w-rzeszowie
podkarpackie,US,Urząd Skarbowy w Nisku,37-400,Nisko,3 Maja ,32B,Nisko,(15) 877-77-00,(15) 841-56-12,us.nisko@mf.gov.pl,1823,www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-nisku
podkarpackie,WUS,Podkarpacki Urząd Skarbowy w Rzeszowie,35-959,Rzeszów,Geodetów ,1,Rzeszów,(17) 860-30-40; (17) 860-30-86,(17) 864-21-52,pus.rzeszow@mf.gov.pl,1871,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-skarbowy-w-rzeszowie
podkarpackie,UCS,Podkarpacki Urząd Celno-Skarbowy w Przemyślu,37-700,Przemyśl,Sielecka ,9,Przemyśl,16 676 43 00,16 676 44 44,podkarpacki.ucs@mf.gov.pl,408000,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,DUCS,Delegatura UCS w Przemyślu,37-700,Przemyśl,Zaciszna ,4,Przemyśl,"16 675 23 00,16 675 23 02",16 675 23 47,delegatura.przemysl.podkarpacki.ucs@mf.gov.pl ,401000,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,OC,Oddział Celny w Przemyślu,37-700,Przemyśl,Ofiar Katynia,26,Przemyśl,16 675 90 02,16 675 90 06,oc.przemysl@mf.gov.pl,401010,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,OC,Oddział Celny w Medyce,37- 732,Medyka,-,-,Medyka,16 676 50 00,16 676 50 20,oc.medyka@mf.gov.pl,401030,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,OC,Oddział Celny Kolejowy Przemyśl-Medyka,37- 732,Medyka,Dworzec PKP,-,Przemyśl,16 676 07 92; 16 676 07 90,16 676 07 92,oc.przemysl.kolejowy@mf.gov.pl,401040,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,OC,Oddział Celny Pocztowy w Przemyślu,37-700,Przemyśl,Mickiewicza,15,Przemyśl,16 678 65 25; 16 676 04 43,-,poczta.oc.przemysl@mf.gov.pl,401090,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,OC,Oddział Celny w Jarosławiu,37-500,Jarosław,Przemysłowa,2A,Jarosław,16 624 86 02,-,oc.jaroslaw@mf.gov.pl,401050,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,OC,Oddział Celny w Korczowej,37-552,Młyny,-,-,Radymno,16 623 64 01,16 623 64 05,oc.korczowa@mf.gov.pl,401060,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,OC,Oddział Celny w Budomierzu,37-625,Budomierz,-,-,Budomierz,16 676 42 98,-,oc.budomierz@mf.gov.pl,401080,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,DUCS,Delegatura UCS w Rzeszowie,35-105,Rzeszów,Przemysłowa,14,Rzeszów,"17 866 04 40, ,17 866 04 41",17 862 17 50,delegatura.rzeszow.podkarpacki.ucs@mf.gov.pl ,402000,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,OC,Oddział Celny w Rzeszowie,35-105,Rzeszów,Przemysłowa,14,Rzeszów,"17 866 04 53, 17 866 04 56, 17 866 04 60",-,oc.rzeszow@mf.gov.pl,402010,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,OC,Oddział Celny Port Lotniczy Rzeszów-Jasionka,36-002,Jasionka,Jasionka ,942,Jasionka,"17 859 74 01, ,17 859 74 10,,17 717 08 05",17 717 86 05,oc.jasionka@mf.gov.pl,402020,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,OC,Oddział Celny w Dębicy,39-200,Dębica,Transportowców,5,Dębica,14 670 47 89,14 670 29 77,oc.debica@mf.gov.pl,402040,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,OC,Oddział Celny w Stalowej Woli,37-450,Stalowa Wola,Kwiatkowskiego,1,Stalowa Wola,15 843 02 90,15 843 02 92,oc.stalowawola@mf.gov.pl,402050,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,OC,Oddział Celny w Mielcu,39-300,Mielec,Wojska Polskiego ,2A,Mielec,17 788 76 69,17 788 76 69      wew 5717                  17 788 73 76,oc.mielec@mf.gov.pl,402060,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,DUCS,Delegatura UCS w Krośnie,38-400,Krosno,Pużaka,18,Krosno,"13 420 36 15, ,13 420 36 16",13 420 36 17,delegatura.krosno.podkarpacki.ucs@mf.gov.pl ,404000,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,OC,Oddział Celny w Krośnie,38-400,Krosno,Tysiąclecia,38,Krosno,"13 420 02 75, ,13 420 02 76,,13 436 24 43",13 432 16 19,oc.krosno@mf.gov.pl,404010,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podkarpackie,OC,Oddział Celny w Krościenku,38-700,Ustrzyki Dolne,-,-,Krościenko,13 465 87 00,13 465 87 05,oc.kroscienko@mf.gov.pl,404030,www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
podlaskie,IAS,Izba Administracji Skarbowej w Białymstoku,15-085,Białystok,Jana Klemensa Branickiego,9,Białystok,(85) 665-56-00; (85) 665-56-11,(85) 665-56-10,ias.bialystok@mf.gov.pl,2001,www.podlaskie.kas.gov.pl
podlaskie,US,Urząd Skarbowy w Augustowie,16-300,Augustów,Żabia ,7,Augustów,(87) 643-57-55,(87) 643-00-33,us.augustow@mf.gov.pl,2002,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-augustowie
podlaskie,US,Pierwszy Urząd Skarbowy w Białymstoku,15-219 ,Białystok,Świętojańska ,13,Białystok,(85) 878-41-00,(85) 878-41-01,1us.bialystok@mf.gov.pl,2003,www.podlaskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-bialymstoku
podlaskie,US,Drugi Urząd Skarbowy w Białymstoku,15-502 ,Białystok,Plażowa ,17,Białystok,(85) 878-51-00,(85) 741-34-89,2us.bialystok@mf.gov.pl,2004,www.podlaskie.kas.gov.pl/drugi-urzad-skarbowy-w-bialymstoku
podlaskie,US,Urząd Skarbowy w Bielsku Podlaskim,17-100,Bielsk Podlaski,Adama Mickiewicza ,33,Bielsk Podlaski,(85) 730-11-01,(85) 730-11-00,us.bielsk-podlaski@mf.gov.pl,2005,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-bielsku-podlaskim
podlaskie,US,Urząd Skarbowy w Grajewie,19-200,Grajewo,Elewatorska ,8,Grajewo,(86) 272-30-18,(86) 272-28-08,us.grajewo@mf.gov.pl,2006,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-grajewie
podlaskie,US,Urząd Skarbowy w Kolnie,18-500,Kolno,Wojska Polskiego ,20,Kolno,(86) 278-91-80; (86) 278-91-81,(86) 278-19-72,us.kolno@mf.gov.pl,2007,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-kolnie
podlaskie,US,Urząd Skarbowy w Łomży,18-400,Łomża,Polowa ,47,Łomża,(86) 216-52-21; (86) 215-08-02,(86) 216-23-63,us.lomza@mf.gov.pl,2008,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-lomzy
podlaskie,US,Urząd Skarbowy w Mońkach,19-100,Mońki,Ełcka ,41A,Mońki,(85) 727-99-30,(85) 727-99-50,us.monki@mf.gov.pl,2009,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-monkach
podlaskie,US,Urząd Skarbowy w Siemiatyczach,17-300,Siemiatycze,Pałacowa ,18,Siemiatycze,(85) 656-13-90,(85) 655-27-40,us.siemiatycze@mf.gov.pl,2010,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-siemiatyczach
podlaskie,US,Urząd Skarbowy w Sokółce,16-100,Sokółka,Białostocka ,47,Sokółka,(85) 711-14-30; (85) 711-14-51,-,us.sokolka@mf.gov.pl,2011,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-sokolce
podlaskie,US,Urząd Skarbowy w Suwałkach,16-400 ,Suwałki,1 Maja ,2A,Suwałki,(87) 566-69-83 do 85; (87) 566-48-27; (87) 566-48-72,(87) 566-67-07,us.suwalki@mf.gov.pl,2012,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-suwalkach
podlaskie,US,Urząd Skarbowy w Wysokiem Mazowieckiem,18-200,Wysokie Mazowieckie,Ludowa ,21,Wysokie Mazowieckie,(86) 275-74-00,(86) 275-74-39,us.wysokie-mazowieckie@mf.gov.pl,2013,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-wysokiem-mazowieckiem
podlaskie,US,Urząd Skarbowy w Zambrowie,18-300,Zambrów,Jantarowa ,16,Zambrów,(86) 276-30-28,(86) 271-38-92,us.zambrow@mf.gov.pl,2014,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-zambrowie
podlaskie,US,Urząd Skarbowy w Hajnówce,17-200,Hajnówka,3 Maja ,34,Hajnówka,(85) 682-00-00,(85) 682-00-01,us.hajnowka@mf.gov.pl,2015,www.podlaskie.kas.gov.pl/urzad-skarbowy-w-hajnowce
podlaskie,WUS,Podlaski Urząd Skarbowy w Białymstoku,15-404 ,Białystok,Młynowa ,21A,Białystok,(85) 878-87-80,(85) 878-87-02,podlaski.us@mf.gov.pl,2071,www.podlaskie.kas.gov.pl/podlaski-urzad-skarbowy-w-bialymstoku
podlaskie,UCS,Podlaski Urząd Celno-Skarbowy w Białymstoku,15-399,Białystok,Octowa ,2,Białystok,85 745 85 55,85 745 85 99,podlaski.ucs@mf.gov.pl,318000,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
podlaskie,DUCS,Delegatura UCS w Białymstoku,15-399,Białystok,Octowa ,10,Białystok,85 745 86 66,85 745 57 52,sekretariat.ucs.311000@mf.gov.pl,311000,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
podlaskie,OC,Oddział Celny w Białymstoku,15-399,Białystok,Octowa ,10,Białystok,"85 745 85 92, ,85 745 85 85",85 745 85 42 (do godz. 15:00)    85 745 86 09 (po godz. 15:00),sekretariat.oc.311010@mf.gov.pl,311010,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
podlaskie,OC,Oddział Celny Kolejowy w Kuźnicy,16-123,Kuźnica ,Dworzec PKP,-,Kuźnica,"85 722 92 00,,85 722 92 01, ,85 722 92 10",85 722 92 09,sekretariat.oc.311020@mf.gov.pl,311020,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
podlaskie,OC,Oddział Celny Drogowy w Kuźnicy,16-123,Kuźnica,Graniczna ,1,Kuźnica ,"85 748 77 77, ,85 748 77 00, ,85 748 77 10",85 748 77 70,sekretariat.oc.311030@mf.gov.pl,311030,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
podlaskie,OC,Oddział Celny w Siemianówce,17-220,Siemianówka,Szkolna ,2,Narewka,85 745 87 77; 518 294 877,-,sekretariat.oc.311050@mf.gov.pl,311050,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
podlaskie,OC,Oddział Celny w Połowcach,17-240,Czeremcha,Połowce ,25,Czeremcha,85 685 02 97,85 685 02 96,sekretariat.oc.311060@mf.gov.pl,311060,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
podlaskie,OC,Oddział Celny w Bobrownikach,16-040,Gródek,Przejście Graniczne,,Gródek,"85 748 73 50, ,85 748 73 40",85 748 73 78                                  85 748 73 79,sekretariat.oc.311070@mf.gov.pl,311070,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
podlaskie,DUCS,Delegatura UCS w Łomży,18-400,Łomża,Poznańska ,156,Łomża,86 215 57 00,86 215 57 07,sekretariat.ucs.312000@mf.gov.pl,312000,www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
