amenity,capacity,email,name,official_name,opening_hours,operator,operator:type,operator:website,phone,website,wheelchair
kindergarten,300,zlobekmiejskiskc10@onet.pl,Żłobek Miejski z Oddziałami Integracyjnymi ISKIERKA,Żłobek Miejski z Oddziałami Integracyjnymi ISKIERKA,Mo-Fr 06:30-16:30,Gmina Miasto Skierniewice,public,www.skierniewice.eu,+48 468 809 292,https:// www.zlobekskierniewice.pl,yes
kindergarten,30,lucek23@op.pl,Wesoła Dolina,Wesoła Dolina,Mo-Fr 6:15-16:00,Lucyna Ziółkowska,private,,+48 606 273 208,https://,no
kindergarten,48,zlobek.karczmiska@gmail.com,Żłobek w Karczmiskach,Żłobek w Karczmiskach,Mo-Fr 06:30-16:30,Gmina Karczmiska,public,karczmiska.pl,+48 818 272 181,https://zlobekwkarczmiskach.pl,yes
kindergarten,34,zlobekledziny@gmail.com,Miejski Żłobek w Lędzinach,Miejski Żłobek w Lędzinach,,Gmina Lędziny,public,www.ledziny.pl,+48 327 080 123,https://www.zlobekledziny.pl,yes
childcare,16,klubzaczek@adm.pcz.czest.pl,Klub Dziecięcy Politechniki Częstochowskiej ŻACZEK,"Klub Dziecięcy Politechniki Częstochowskiej ""ŻACZEK""",Mo-Fr 07:00-15:00,Politechnika Częstochowska,,www.pcz.pl,+48 343 250 138,https://www.pcz.pl,no
kindergarten,73,p2debno@wp.pl,Gminny Żłobek w Dębnie,Gminny Żłobek w Dębnie,Mo-Fr 06:30-16:30,Gmina Dębno,public,,+48 957 602 782,https://www.p2debno.szkolnastrona.pl,yes
childcare,25,m.iwaszko@op.pl,Bajolandia,"""BAJOLANDIA""",Mo-Fr 7:00-17:00,P.H.U. Małgorzata Iwaszko,,,+48 605 131 611,https://bajolandia.com.pl,no
kindergarten,96,bursztynek@zlobki.gda.pl,Żłobek nr 11 Bursztynek,Żłobek nr 11 Bursztynek,Mo-Fr 6:00-17:00,Gmina Miasta Gdańska,public,www.gdansk.pl,+48 586 825 012,https://www.zlobki.gda.pl,no
kindergarten,96,zagielek@zlobki.gda.pl,Żłobek nr 12 Żagielek,Żłobek nr 12 Żagielek,Mo-Fr 6:00-17:00,Gmina Miasta Gdańska,public,www.gdansk.pl,+48 585 532 030,https://www.zlobki.gda.pl,no
childcare,30,kropka@polsl.pl,Klub Malucha Kropka,"Klub Malucha ""Kropka""",Mo-Fr 6:30-15:30,Politechnika Śląska,,www.polsl.pl,,https://,yes
kindergarten,25,rajmaluszka@maslow.pl,Żłobek Samorządowy Raj Maluszka,"Żłobek Samorządowy ""Raj Maluszka""",Mo-Fr 07:00-16:00,Gmina Masłów,public,www.maslow.pl,+48 502 666 426,http://rajmaluszka.maslow.biuletyn.net/,no
kindergarten,48,domisiesiedlce@wp.pl,"Niepubliczny Żłobek DOMISIE M. Pilska, J. Bartoszewicz","Niepubliczny Żłobek ""DOMISIE"" M. Pilska, J. Bartoszewicz",Mo-Fr 06:30-17:30,"Niepubliczny Żłobek Domisie M. Pilska, J. Bartoszewicz",private,domisiesiedlce@wp.pl,+48 575 602 102,https://domisiesiedlce.pl,no
kindergarten,40,zlobek.tm@gmail.com,Tęczowy Motylek,"""Tęczowy Motylek""",,Iwona Mędrzecka Prywatny Żłobek Tęczowy Motylek,,,+48 502 376 029,https://,no
kindergarten,94,biuro@smoczus.zgora.pl,Niepubliczny Żłobek SMOCZUŚ,"Niepubliczny Żłobek ""SMOCZUŚ""",Mo-Fr 06:30-18:00,Tomasz Fedyczak,private,www.smoczus.zgora.pl,+48 695 869 753,http://www.smoczus.zgora.pl/,no
kindergarten,54,zlobek@chojnow.eu,Żłobek Miejski w Chojnowie,Żłobek Miejski w Chojnowie,Mo-Fr 6:00-16:30,Gmina Miejska Chojnów,public,www.chojnow.eu,+48 786 210 235,https://zlobek.chojnow.eu,yes
kindergarten,20,gminnyzlobek@wp.pl,Gminny Żłobek w Bojszowach,Gminny Żłobek w Bojszowach,Mo-Fr 6:30-16:30,Gmina Bojszowy,public,www.bojszowy.pl,,https://gminnyzlobek.szkolnastrona.pl,yes
kindergarten,20,zlobek-wierzchucino@wp.pl,Publiczny Żłobek w Wierzchucinie Nr 2,Publiczny Żłobek w Wierzchucinie Nr 2,Mo-Fr 7:00-17:00,Gmina Krokowa,public,www.krokowa.pl,+48 722 020 035,https://www.facebook.com,no
kindergarten,78,biuro@misie-pysie.pl,Publiczny Żłobek nr 2 Misie-Pysie,Publiczny Żłobek nr 2 Misie-Pysie,Mo-Fr 07:00-17:00,Bona Fides Agata Madej,,misie-pysie.pl,+48 505 073 737,https://misie-pysie.pl,no
kindergarten,50,zlobekpolana@gmail.com,Polana Malowana Słońcem,Polana Malowana Słońcem,Mo-Fr 07:00-16:45,Firma Handlowo-Usługowa Małgorzata Kaniecka,,www.polana-malowana-sloncem.pl,+48 510 737 669,https://www.polana-malowana-sloncem.pl,yes
kindergarten,39,kontakt@pierwszekroczki.pl,Niepubliczny Żłobek Pierwsze Kroczki Maria Fibig,Niepubliczny Żłobek Pierwsze Kroczki Maria Fibig,Mo-Fr 6:30-16:30,Fibig Maria Niepubliczny Żłobek Pierwsze Kroczki,private,www.pierwszekroczki.pl,+48 782 199 580,https://www.pierwszekroczki.pl,no
kindergarten,34,piraciki@piraciki.pl,Niepubliczny Żłobek Piraciki Maria Baraniak Prywatne Przedszkole Piraciki Maria Baraniak,Niepubliczny Żłobek Piraciki Maria Baraniak Prywatne Przedszkole Piraciki Maria Baraniak,Mo-Fr 07:00-17:00,Niepubliczny Żłobek Piraciki Maria Baraniak Prywatne Przedszkole Piraciki Maria Baraniak,private,www.piraciki.pl,+48 618 115 170,https://www.piraciki.pl,no
kindergarten,22,m.geniusz.88@wp.pl,Niepubliczny Żłobek Mały Geniusz,"Niepubliczny Żłobek ""Mały Geniusz""",Mo-Fr 07:00-17:00,Mały Geniusz Aneta Nowosielska,private,,+48 504 101 771,https://,no
childcare,20,joanna.kowalewska10@wp.pl,Klub Malucha,Klub Malucha,Mo-Fr 07:00-15:00,stowarzyszenie Centrum Aktywności Lokalnej,,brak,+48 531 449 267,https://,no
kindergarten,15,male.psotki@gmail.com,"Żłobek Niepubliczny ,,Małe Psotki”","Żłobek Niepubliczny ,,Małe Psotki”",Mo-Sa 07:00-17:30,Martyna i Przemysław Wojtczak Spółka Cywilna,private,,+48 883 402 539,https://,no
kindergarten,20,tuptuspleszew@onet.pl,"Prywatny Żłobek ,,Tuptuś Sylwia Barczyńska","Prywatny Żłobek ,,Tuptuś"" Sylwia Barczyńska",Mo-Fr 6:30-16:30,Prywatny żłobek tuptuś sylwia barczyńska,private,,+48 602 635 726,https://,no
kindergarten,30,zlobek.kindero@wp.pl,Mini Żłobek KINDERO,Mini Żłobek KINDERO,Mo-Fr 07:00-17:00,Centrum Rozwoju i Edukacji KINDERO Magdalena Banasiak,,,+48 519 104 264,https://kindero.edu.pl,yes
kindergarten,42,dyrekcja@zlobek-wojkowice.pl,Żłobek Miejski Figielkowo,"Żłobek Miejski ""Figielkowo""",Mo-Fr 07:00-17:00,Gmina Wojkowice,public,wojkowice.pl,+48 323 648 150,https://bip.zlobekwojkowice.finn.pl/,yes
kindergarten,25,monikahellmann@wp.pl,Akademia Edukacji Montessori Małpi Gaj,"Akademia Edukacji Montessori ""Małpi Gaj""",Mo-Fr 7:00-17:00,Akademia Edukacji Montessori Sp. z o.o.,,,+48 507 065 147,https://www.malpigaj.edu.pl,yes
kindergarten,91,golecinzlobek@ogrodymontessori.pl,Żłobek Ogrody Montessori - filia Golęcin,Żłobek Ogrody Montessori - filia Golęcin,Mo-Fr 06:30-17:00,ContactMedia Marzena Mierkiewicz,,www.ogrodymontessori.pl,+48 602 645 020,https://www.ogrodymontessori.pl,no
childcare,15,ewelinka_idd@wp.pl,Klub Malucha Smerfuś,"Klub Malucha ""Smerfuś""",Mo-Fr 6:30-17:00,Klub Malucha Smerfuś/Ewelina Dybich,,,,https://,yes
childcare,15,klub.radziszowska@op.pl,Klub Malucha Bajkowa Kraina,"Klub Malucha ""Bajkowa Kraina""",Mo-Fr 7:00-17:00,AVAL  Jacek Wyroba,,http://www.bajkowakraina.org,+48 792 028 954,https://www.bajkowakraina.org,no
kindergarten,64,"dyrektor@zlobek.przechlewo.pl, sekretariat@zlobek.przechlewo.pl",Gminny Żłobek Smykolandia w Przechlewie,Gminny Żłobek Smykolandia w Przechlewie,Mo-Fr 6:15-16:15,Gmina Przechlewo,public,www.przechlewo.pl,+48 605 909 976,https://www.zlobekprzechlewo.edupage.org,yes
kindergarten,8,promyczek.duo@gmail.com,PRYWATNY ŻŁOBEK PROMYCZEK Dorota Świadek,PRYWATNY ŻŁOBEK PROMYCZEK Dorota Świadek,Mo-Fr 6:00-18:00,Dorota Świadek,private,www.przedszkolepromyczek.net.pl,+48 696 989 964,https://www.przedszkolepromyczek.net.pl,no
childcare,15,gabilandia@wp.pl,Klub Malucha Gabilandia,"Klub Malucha ""Gabilandia""",Mo-Fr 07:00-17:00,Klub Malucha Gabilandia,,,+48 782 654 399,https://,no
childcare,10,miniprzedszkole.mrokow@gmail.com.pl,",,Mini Klubik Niepubliczny klubik dziecięcy",",,Mini Klubik"" Niepubliczny klubik dziecięcy",,Dziecięcy Świat Sp.zo.o.,private,,+48 502 183 962,https://www.miniprzedzkole.com.pl,no
kindergarten,25,natolin@tuptu.pl,TUPTU Natolin,TUPTU Natolin,Mo-Fr 07:30-17:30,TUPTU Spółka z ograniczoną odpowiedzialnością,,www.tuptu.pl,+48 570 920 072,https://www.tuptu.pl,no
kindergarten,25,przed5@um.sandomierz.pl,Żłobek przy Przedszkolu Samorządowym Nr 5 w Sandomierzu,Żłobek przy Przedszkolu Samorządowym Nr 5 w Sandomierzu,Mo-Fr 6:30-16:30,Gmina Sandomierz,public,http://www.sandomierz.pl/,+48 790 780 696,https://ps5sandomierz.szkolnastrona.pl,yes
kindergarten,20,dyrektor@zlobek.hyzne.pl,Słoneczko,"""Słoneczko""",,Gmina Hyżne,public,www.hyzne.pl,+48 172 295 275,https://,no
kindergarten,30,zlobek@kaluszyn.pl,Gminny Żłobek w Kałuszynie,Gminny Żłobek w Kałuszynie,,Gmina Kałuszyn,public,www.kaluszyn.pl,+48 502 713 123,http://zlobek.kaluszyn.pl/zlobek/,yes
childcare,14,promyczekgol@onet.pl,Klub dziecięcy Promyczek,"Klub dziecięcy ""Promyczek""",Mo-Fr 7:00-16:00,Pomorskie Centrum Edukacyjne Barnim Sp. z o.o.,,,+48 914 073 262,https://,yes
kindergarten,31,KONTAKT@SLODKIBOBASEK.PL,Akademia Maluszka Słodki Bobasek s.c,"Akademia Maluszka ""Słodki Bobasek"" s.c",Mo-Fr 06:30-17:30,Akademia Maluszka Słodki Bobasek s.c,,www.slodkibobasek.pl,+48 695 761 799,https://WWW.SLODKIBOBASEK.PL,no
kindergarten,18,zlobekstrzyzow@wp.pl,Żłobek Samorządowy,Żłobek Samorządowy,,Gmina Strzyżów,public,www.strzyzow.pl,+48 533 572 429,https://www.zlobek-strzyzow.pl,yes
kindergarten,71,biuro@akademiausmiechu.wroclaw.pl,Niepubliczny Żłobek Akademia Uśmiechu,Niepubliczny Żłobek Akademia Uśmiechu,Mo-Fr 6:30-17:00,4 kids novum invest sp. z o.o. sp.k.,private,,+48 884 003 220,https://www.akademiausmiechu.wroclaw.pl,no
kindergarten,17,ela.wewior@wp.pl,Żłobek Niepubliczny Berek,"Żłobek Niepubliczny ""Berek""",Mo-Fr 7:15-17:00,Elżbieta Wewiór,private,,+48 666 883 378,https://www.przedszkoleberek.pl,no
kindergarten,20,edufrajda@nowatorska.edu.pl,Żłobek Niepubliczny Edufrajda,"Żłobek Niepubliczny ""Edufrajda""",,Fundacja Nowatorska Edukacja,private,www.nowatorska.edu.pl,+48 575 905 515,https://WWW.EDUFRAJDA.EDU.PL,yes
kindergarten,82,zlobek54@zlobki.waw.pl,Żłobek nr 54,Żłobek nr 54,Mo-Fr 06:30-17:30,m.st. Warszawa,,um.warszawa.pl,+48 501 951 194,https://www.zlobki.waw.pl,no
childcare,24,g.lubaszka@yahoo.com,Klub Malucha w Stumilowym Lesie,Klub Malucha w Stumilowym Lesie,Mo-Fr 07:00-17:00,Stowarzyszenie Rozwoju Wsi Wiciejów i Okolic,,,+48 257 570 180,https://www.pspwiciejow.pl,no
kindergarten,47,zlobek@daleszyce.pl,Miejsko-Gminny Żłobek w Daleszycach,Miejsko-Gminny Żłobek w Daleszycach,,Gmina Daleszyce,public,www.daleszyce.pl,,https://zlobek.daleszyce.pl,yes
kindergarten,27,klubmalucha@onet.pl,Żłobek Re-Re Kum-Kum,Żłobek Re-Re Kum-Kum,Mo-Fr 07:00-17:00,Michał Chrobak F.H. Rarytas,,www.rerekumkum.com,+48 509 224 570,https://www.rerekumkum.com,yes
kindergarten,50,zlobek53@zlobki.waw.pl,Mini Żłobek  nr 53,Mini Żłobek  nr 53,Mo-Fr 07:00-17:00,m.st. Warszawa,,um.warszawa.pl,+48 789 495 053,https://zlobki.waw.pl,no
kindergarten,32,zlobekpnw@wp.pl,Publiczny Żłobek w Polskiej Nowej Wsi,Publiczny Żłobek w Polskiej Nowej Wsi,,Gmina Komprachcice,public,komprachcice.pl,+48 774 133 024,http://zlobekpnw.szkolnastrona.pl/,no
childcare,5,przyjaznewioski@gmail.com,Klub dziecięcy w unikowicach,KLUB DZIECIĘCY W UNIKOWICACH,Mo-Fr 8:00-13:00,Stowarzyszenie na rzecz rozwoju wsi goworowice,,,+48 601 715 327,https://www.przyjaznewioski.edu.pl,no
kindergarten,32,zlobek36@zlobki.waw.pl,Mini Żłobek  - Oddział Żłobka nr 36,Mini Żłobek  - Oddział Żłobka nr 36,Mo-Fr 6:30-17:30,m.st. Warszawa,,um.warszawa.pl,+48 797 990 836,https://www.zlobki.waw.pl,no
kindergarten,16,zlobek@miejscepiastowe.pl,Gminny Złobek im.Matki Anny Kaworek w Łężanach,Gminny Złobek im.Matki Anny Kaworek w Łężanach,,Gmina Miejsce Piastowe,public,www.miejscepiastowe.pl,+48 504 793 751,https://zlobek-miejscepiastowe.pl,yes
kindergarten,20,zlobek@glogow-mlp.pl,Gminny Żłobek nr 2,Gminny Żłobek nr 2,Mo-Fr 6:30-16:30,Gmina Głogów Małopolski,public,,+48 177 897 210,http://zlobek.glogow-mlp.pl/,no
childcare,16,uniwersytetmaluszka@gmail.com,Klub Dzieciecy Uniwersytet Maluszka,"Klub Dzieciecy ""Uniwersytet Maluszka""",,Anna Żochowska - Świć,,,+48 500 429 121,https://brak,no
childcare,30,przedszkole@przedszkoledelfinek.eu,Klub Dziecięcy Nemo,"Klub Dziecięcy ""Nemo""",Mo-Fr 08:00-18:00,Fundacja Mój Dom - Europa,,www.przedszkoledelfinek.eu,+48 227 833 639,https://www.przedszkoledelfinek.eu,no
kindergarten,47,biuro@kubusiprzyjaciele.pl,Żłobek Kubuś i Przyjaciele,Żłobek Kubuś i Przyjaciele,Mo-Fr 07:00-18:00,Dawid Baranowski Securedyne Systems,,www.kubusiprzyjaciele.eu,+48 693 641 124,https://www.kubusiprzyjaciele.eu,no
childcare,18,alladyn.jaworzno@gmail.com,Alladyn,Alladyn,Mo-Fr 6:30-16:30,Margaret Margareta Gaj,,alladyn.jaworzno.pl,+48 792 790 190,https://alladyn.jaworzno.pl,no
kindergarten,32,do-re-mi-zlobek@tlen.pl,"Żłobek Niepubliczny Do-Re-Mi Anna Hertmanowska-Mataśka, Joanna Rudziejewska spółka cywilna","Żłobek Niepubliczny Do-Re-Mi Anna Hertmanowska-Mataśka, Joanna Rudziejewska spółka cywilna",Mo-Fr 6:30-17:00,"Do-Re-Mi Anna Hertmanowska-Mataśka, Joanna Rudziejewska spółka cywilna",private,,+48 726 737 494,https://,no
childcare,13,asiamazur234@gmail.com,KLUB MAŁEJ PSZCZÓŁKI Joanna Majdzińska,"""KLUB MAŁEJ PSZCZÓŁKI"" Joanna Majdzińska",Mo-Fr 6:30-16:30,Klub małej pszczółki joanna majdzińska,,,+48 665 897 488,https://,no
kindergarten,35,przedszkolemajowa@gmail.com,Niepubliczny Żłobek Majowa Łąka,Niepubliczny Żłobek Majowa Łąka,Mo-Fr 6:00-18:00,Fhu góralek agnieszka opałko-krochmal,private,www.zlobekmajowa.pl,+48 790 771 110,https://www.zlobekmajowa.pl,no
kindergarten,23,sekretariatbajkowydom@op.pl,Żłobek Bajkowy Dom,Żłobek Bajkowy Dom,Mo-Fr 7:00-17:00,Ewa Kobus,,,+48 609 409 288,https://przedszkolebajkowydom.pl/,no
kindergarten,15,kontakt@Mandarynkowa-Kraina.pl,Niepubliczny Żłobek Mandarynkowa Kraina,"Niepubliczny Żłobek ""Mandarynkowa Kraina""",Mo-Fr 7:00-18:00,DELTA Łukasz Ozdarski,private,www.mandarynkowa-kraina.pl/,,https://www.mandarynkowa-kraina.pl,no
kindergarten,15,zlobek@serduszko.warszawa.pl,Prywatny Żłobek Serduszko 3,Prywatny Żłobek Serduszko 3,Mo-Fr 07:00-18:00,"Prywatny Żłobek Serduszko s.c.Ewa Szparaga, Adam Olkowicz",private,www.serduszko.warszawa.pl,+48 508 128 040,https://www.serduszko.warszawa.pl,no
kindergarten,30,elemelek.stargard@gmail.com,Elemelek Żłobek i Przedszkole Niepubliczne,Elemelek Żłobek i Przedszkole Niepubliczne,Mo-Fr 6:30-17:00,Karolina Gwóźdź,private,www.elemelek-stargard.pl,+48 508 719 508,https://www.elemelek.stargard.pl,yes
childcare,15,biuro@gozdzikowo.com,Klub Malucha Goździkowo.com,Klub Malucha Goździkowo.com,Mo-Fr 7:00-17:30,gozdzikowo.com Andrzej Goździk,,,+48 793 726 069,https://gozdzikowo.com,yes
kindergarten,21,zlobek@starepole.pl,Żłobek,Żłobek,Mo-Fr 6:00-16:00,Gmina Stare Pole,public,www.starepole.pl,+48 552 713 097,https://,yes
kindergarten,24,przedszkole.makoszyce@wp.pl,Gminny żłobek Bajkowo,"Gminny żłobek ""Bajkowo""",Mo-Fr 6:30-16:30,Gmina Kobyla Góra,public,,+48 627 316 803,https://,yes
kindergarten,30,zlobek@klecko.pl,Żłobek Gminny w Kłecku,Żłobek Gminny w Kłecku,,Gmina Kłecko,public,,+48 614 242 514,https://,no
childcare,10,naszbajkowydworek@wp.pl,Centrum opieki i edukacji małego dziecka bajkowy dworek,"CENTRUM OPIEKI I EDUKACJI MAŁEGO DZIECKA ""BAJKOWY DWOREK""",Mo-Fr 7:00-17:00,Joanna Deptuła,,,+48 504 062 941,https://pl-pl.facebook.com/centrumopiekiiedukacjimalegodzieckabajkowydworek/,no
kindergarten,50,oswiata@sianow.pl,Urząd Gminy Sianów (koszaliński),Urząd Gminy Sianów (koszaliński),,Gmina Sianów,public,sianow.pl,+48 943 185 294,http://przedszkole.skrzat.sianow.pl/,yes
kindergarten,20,martynag83@op.pl,"Żłobek ,,Zosia Samosia Martyna Gaca","Żłobek ,,Zosia Samosia"" Martyna Gaca",Mo-Fr 07:00-16:20,Martyna Gaca,,www.zosia-samosia.pl,+48 664 775 691,https://www.zosia-samosia.pl,no
kindergarten,20,topolino.przedszkole@gmail.com,Topolino Natalia Heiduk,Topolino Natalia Heiduk,Mo-Fr 06:30-17:00,Topolino Natalia Heiduk,,,+48 603 571 142,https://topolino-przedszkole.jimdo.com,no
childcare,12,wesola@wesola-dzungla.pl,Klub Malucha Wesoła Dżungla,"Klub Malucha ""Wesoła Dżungla""",Mo-Fr 7:30-16:00,Marta Sokołowska Klub Malucha Wesoła dżungla,private,www.wesola-dzungla.pl,+48 660 485 696,https://wesola-dzungla.pl,no
kindergarten,21,wesolymaluch@wp.pl,Żłobek Kropeczka,Żłobek Kropeczka,Mo-Fr 07:00-17:00,Sylwia Krzewina,,,+48 502 047 158,https://,no
kindergarten,20,emlacka@wp.pl,Akademia Babci Niani,Akademia Babci Niani,Mo-Fr 7:30-17:30,Akademia Babci Niani Elżbieta Mlącka,,www.akademiababciniani.pl,+48 606 437 753,https://www.akademiababciniani.pl,no
kindergarten,16,info@strefamalucha.edu.pl,Żłobek Niepubliczny Towarzystwa Wiedzy Powszechnej Oddział Regionalny w Szczecinie STREFA MALUCHA,Żłobek Niepubliczny Towarzystwa Wiedzy Powszechnej Oddział Regionalny w Szczecinie STREFA MALUCHA,Mo-Fr 7:00-17:00,Towarzystwo Wiedzy Powszechnej Oddział Regionalny w Szczecinie,private,www.wyspamalucha.edu.pl,+48 507 026 112,https://,no
kindergarten,33,kontakt@myszkamepi.pl,Niepubliczny Żłobek Myszka Mepi,Niepubliczny Żłobek Myszka Mepi,Mo-Fr 6:50-18:50,Myszka Mepi S.C.,private,,+48 607 070 514,https://,yes
kindergarten,48,biuro@centrumcogito.pl,Żłobek Cogito,Żłobek Cogito,Mo-Fr 06:30-17:00,Centrum rozwoju i edukacji cogito sp. z o.o.,,WWW.CENTRUMCOGITO.PL,+48 693 352 379,https://www.centrumcogito.pl,yes
childcare,25,lesnyklubmalucha@gmail.com,Leśny Klub Malucha,Leśny Klub Malucha,Mo-Fr 07:00-17:00,Leśny Klub Malucha Kamila Przybojewska,,www.klubmalucha.bydgoszcz.pl,+48 513 405 203,http://www.klubmalucha.bydgoszcz.pl/,no
kindergarten,28,sylwia.lazik@wp.pl,Niepubliczny Żłobek Akademia Delfinka 1,Niepubliczny Żłobek Akademia Delfinka 1,Mo-Fr 06:30-17:30,Sylwia Szczygielska-Łazik ADAMS,private,www.akademia.delfinka.eu,+48 693 386 293,https://www.akademia.delfinka.eu,yes
kindergarten,45,zlobek.misiowy.zakatek@gmail.com,Żłobek Misiowy Zakątek,"Żłobek ""Misiowy Zakątek""",Mo-Fr 6:30-17:00,Soma olga smolińska,,http://zlobekmisiowyzakatek.pl/,+48 731 741 234,http://zlobekmisiowyzakatek.pl/,no
kindergarten,30,magdagmiterek@wp.pl,Niepubliczny Żłobek Hipcio - Bukova,Niepubliczny Żłobek Hipcio - Bukova,Mo-Fr 07:00-17:30,Hipcio Sp. z o.o. Sp. Kom.,private,,+48 604 080 819,https://www.hipcio.eu,no
kindergarten,15,r.porebska@interia.pl,Akademia Rozwoju Malucha,Akademia Rozwoju Malucha,Mo-Fr 7:00-18:00,Akademia Rozwoju Malucha S.C. Renata Porębska Paweł Porębski,,www.akademiarozwojumalucha.pl,+48 607 822 808,https://akademiarozwojumalucha.pl,no
kindergarten,28,kontakt@maluch.net,Żłobek maluch.net,Żłobek maluch.net,Mo-Fr 07:00-17:00,Pappy Tomasz Głogowski,,https://www.maluch.net/,+48 515 475 022,https://www.zlobek.maluch.net,no
kindergarten,15,ewa6463@wp.pl,Żłobek Kajtuś,"Żłobek ""Kajtuś""",Mo-Fr 6:00-18:00,Ewa kleszczewska,,,+48 502 533 759,https://,no
kindergarten,35,przedszkole.ruczaj@op.pl,Niepubliczny Żlobek Przedszkole Świat Dziecka,Niepubliczny Żlobek Przedszkole Świat Dziecka,Mo-Fr 7:00-17:30,Przedszkole Świat Dziecka Donata Szyndler,private,www.swiatdziecka-ruczaj.pl,+48 788 015 205,https://www.swiatdziecka-ruczaj.pl,no
kindergarten,15,teczowa.chatka@wp.pl,Niepubliczny żłobek Tęczowa Chatka,"Niepubliczny żłobek ""Tęczowa Chatka""",Mo-Fr 07:00-17:00,Agnieszka Stachowicz,private,,+48 509 313 151,https://www.facebook.com/Tęczowa-Chatka-Żłobek-210477739000230/,no
childcare,12,czyzykowska89@wp.pl,Klub dziecięcy Lisek,Klub dziecięcy Lisek,Mo-Fr 6:30-17:00,Lisek Czyżykowska Karolina,,,+48 500 590 805,https://,yes
kindergarten,36,zlobekwtelno@koronowo.edu.pl,Żłobek Samorządowy we Wtelnie,Żłobek Samorządowy we Wtelnie,Mo-Fr 6:00-17:00,Gmina Koronowo,public,,+48 664 476 789,https://www.zlobekwtelno.pl,yes
kindergarten,18,dyrektor.jaworek@gmail.com,Żłobek Jaworek,Żłobek Jaworek,Mo-Sa 07:00-17:00,Jaworek sp.z o.o.,,www.jaworek.edu.pl,+48 786 296 956,https://www.jaworek.edu.pl,yes
kindergarten,20,przedszkole@funandmath.pl,Grupa żłobkowa brytyjskiego przedszkola matematycznego fun & math,"GRUPA ŻŁOBKOWA BRYTYJSKIEGO PRZEDSZKOLA MATEMATYCZNEGO ""FUN & MATH""",Mo-Fr 7:00-17:00,BRYTYJSKIE PRZEDSZKOLE MATEMATYCZNE FUN & MATH„M-ANDREAS” Sp. z o.o.,,www.funandmath.pl,+48 724 220 220,https://www.funandmath.pl,yes
kindergarten,15,krasnal.marta@gmail.com,Niepubliczny Żłobek Krasnal,Niepubliczny Żłobek Krasnal,Mo-Fr 7:00-18:00,"Marta Kułaga, Rubikon",private,www.przedszkole-krasnal.pl,+48 502 474 224,https://www.przedszkole-krasnal.pl,yes
childcare,15,kontakt@bajtel-point.pl,Klub Malucha Bajtel - Point,"Klub Malucha ""Bajtel - Point""",Mo-Fr 08:00-16:00,Urszula Buczek,,www.bajtel-point.pl,+48 570 738 738,https://www.bajtel-point.pl,no
kindergarten,18,kontakt@tomciopaluch.eu,Żłobek Tomcio Paluch III,Żłobek Tomcio Paluch III,Mo-Fr 07:00-17:00,Eduarkadia sp. z o. o.,,www.tomciopaluch.eu,+48 727 920 920,https://www.tomciopaluch.eu,yes
childcare,23,dyrektor@bajkowaprzystan.pl,Klub dziecięcy Bajkowa Przystań,"Klub dziecięcy ""Bajkowa Przystań""",Mo-Fr 07:00-17:00,Ośrodek Kształcenia i Doskonalenia Zawodowego EDUKACJA Sp.z o.o.,,,+48 690 009 699,https://www.bajkowaprzystan.pl,yes
kindergarten,30,zlobek.pszczyna@maligiganci.eu,Little giants - mali giganci,LITTLE GIANTS - MALI GIGANCI,Mo-Fr 06:00-17:30,DG & JG Sp. z o. o.,,www.maligiganici.eu,+48 518 630 631,https://www.maligiganci.eu,yes
kindergarten,15,kontakt@miasteczko.com.pl,Niepubliczny Żłobek MIASTECZKO,Niepubliczny Żłobek MIASTECZKO,Mo-Fr 7:00-18:00,Agata ratajczak,private,http://miasteczko.com.pl/,+48 606 649 523,http://miasteczko.com.pl/,no
kindergarten,20,npbajka@poczta.onet.pl,Maluszek,Maluszek,Mo-Fr 06:30-16:30,Maluszek / Mirosława Niska,,,+48 508 381 010,https://brak,no
kindergarten,35,biuro@maluszkowo.com.pl,Żłobek Maluszkowo,Żłobek Maluszkowo,Mo-Fr 06:30-17:30,A2Anna Lubaś,,www.maluszkowo.com.pl,+48 535 510 555,https://www.maluszkowo.com.pl,no
kindergarten,15,dzieciecyraj.warszawa@gmail.com,Niepubliczny Żłobek Dziecięcy Raj,Niepubliczny Żłobek Dziecięcy Raj,Mo-Fr 7:30-17:30,"Dziecięcy Raj Ewelina Szuderska, Artur Szuderski Spółka Jawna",private,www.dzieciecyraj.waw.pl,,https://www.dzieciecyraj.waw.pl,no
kindergarten,30,biuro@wesolerobaczki.pl,Niepubliczny Żłobek Wesołe Robaczki Oddział II,"Niepubliczny Żłobek ""Wesołe Robaczki"" Oddział II",Mo-Fr 06:30-17:00,"Niepubliczny Żłobek i Przedszkole Wesołe Robaczki M. Białozor, M. Chmielewska-Burak s.c.",private,www.wesolerobaczki.pl,+48 857 423 711,https://www.wesolerobaczki.pl,yes
kindergarten,37,stogi@megamocni.edu.pl,Niepubliczny Żłobek MegaMocni Stogi,Niepubliczny Żłobek MegaMocni Stogi,Mo-Fr 6:00-17:00,Stowarzyszenie Twórczego Rozwoju DyNaMo,private,www.megamocni.edu.pl,+48 517 232 092,https://megamocni.edu.pl,yes
kindergarten,21,anetakrolikowska@gazeta.pl,Lusia,LUSIA,Mo-Fr 07:00-17:00,Pphu lusia aneta królikowska,,,+48 692 165 424,https://,no
